

!! n40w20.001    20.75 530


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
   13      26.00      29.00       0.00      83.00     111.00       0.00
   14      45.00      44.00       0.00     415.00     432.00       0.00
   15       5.00      41.00       0.00     328.00     341.00       0.00
   16       3.00      28.00       0.00     268.00     300.00       0.00
   17       4.00      14.00       0.00       0.00      12.00       0.00
   18      46.00      45.00       0.00     217.00     234.00       0.00
   19       8.00       4.00       0.00       2.00      31.00       0.00
   20       7.00      14.00       0.00     299.00     310.00       0.00
   21      37.00      10.00       0.00     133.00     147.00       0.00
   22      26.00      46.00       0.00     550.00     571.00       0.00
   23      46.00      21.00       0.00     170.00     192.00       0.00
   24      21.00      36.00       0.00      99.00     119.00       0.00
   25      17.00      22.00       0.00      70.00      90.00       0.00
   26      16.00      27.00       0.00      72.00      95.00       0.00
   27      26.00      33.00       0.00     107.00     121.00       0.00
   28       7.00       1.00       0.00      34.00      61.00       0.00
   29      24.00      19.00       0.00      55.00      72.00       0.00
   30      35.00      16.00       0.00     124.00     154.00       0.00
   31      46.00      12.00       0.00     182.00     186.00       0.00
   32       8.00      45.00       0.00     252.00     274.00       0.00
   33      10.00       6.00       0.00      11.00      42.00       0.00
   34      38.00      29.00       0.00     183.00     210.00       0.00
   35      22.00      20.00       0.00      78.00      95.00       0.00
   36      43.00       2.00       0.00     500.00     524.00       0.00
   37      17.00      21.00       0.00     334.00     354.00       0.00
   38      18.00       7.00       0.00      53.00      75.00       0.00
   39      33.00      15.00       0.00     142.00     171.00       0.00
   40      31.00       6.00       0.00     139.00     166.00       0.00
   41       6.00      42.00       0.00     449.00     469.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n40w20.003    20.20 523


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      28.00      27.00       0.00       0.00     528.00       0.00
    2      24.00      38.00       0.00      32.00      43.00       0.00
    3      14.00      36.00       0.00      36.00      64.00       0.00
    4       2.00      26.00       0.00     116.00     131.00       0.00
    5      20.00       4.00       0.00     391.00     406.00       0.00
    6       3.00      36.00       0.00      93.00     117.00       0.00
    7      29.00      48.00       0.00      21.00      36.00       0.00
    8      34.00      44.00       0.00     307.00     335.00       0.00
    9      12.00       8.00       0.00     166.00     185.00       0.00
   10      40.00      24.00       0.00     238.00     267.00       0.00
   11       3.00      50.00       0.00      67.00      94.00       0.00
   12      19.00       4.00       0.00     176.00     194.00       0.00
   13      32.00      34.00       0.00       0.00      12.00       0.00
   14      16.00      33.00       0.00      51.00      58.00       0.00
   15       4.00      19.00       0.00     107.00     137.00       0.00
   16      50.00      28.00       0.00     270.00     288.00       0.00
   17       2.00      40.00       0.00      53.00      81.00       0.00
   18      14.00      30.00       0.00     136.00     154.00       0.00
   19      39.00       4.00       0.00     479.00     503.00       0.00
   20      39.00      23.00       0.00     299.00     304.00       0.00
   21      45.00      30.00       0.00     277.00     310.00       0.00
   22      14.00      25.00       0.00     131.00     153.00       0.00
   23      19.00      26.00       0.00     223.00     247.00       0.00
   24       4.00      29.00       0.00     116.00     146.00       0.00
   25      13.00      33.00       0.00      42.00      53.00       0.00
   26       9.00      15.00       0.00     165.00     169.00       0.00
   27       2.00      32.00       0.00      95.00     120.00       0.00
   28      12.00      12.00       0.00     181.00     199.00       0.00
   29      38.00      31.00       0.00     298.00     326.00       0.00
   30      38.00      25.00       0.00     237.00     266.00       0.00
   31      50.00      43.00       0.00     441.00     461.00       0.00
   32       0.00       5.00       0.00     191.00     214.00       0.00
   33      43.00      19.00       0.00     246.00     271.00       0.00
   34      36.00      41.00       0.00      13.00      35.00       0.00
   35      49.00      38.00       0.00     272.00     295.00       0.00
   36      12.00      35.00       0.00      52.00      59.00       0.00
   37      32.00      23.00       0.00     352.00     378.00       0.00
   38       7.00      41.00       0.00      68.00      75.00       0.00
   39      10.00      40.00       0.00      50.00      70.00       0.00
   40      50.00      49.00       0.00     331.00     347.00       0.00
   41      40.00      48.00       0.00     437.00     461.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n40w20.004    19.90 443


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      20.00      11.00       0.00       0.00     455.00       0.00
    2       9.00      29.00       0.00     139.00     155.00       0.00
    3      10.00      29.00       0.00     157.00     164.00       0.00
    4      19.00      43.00       0.00     193.00     217.00       0.00
    5      47.00      43.00       0.00     398.00     413.00       0.00
    6      19.00      11.00       0.00      17.00      43.00       0.00
    7      47.00      42.00       0.00     298.00     324.00       0.00
    8      20.00       9.00       0.00       0.00       4.00       0.00
    9      28.00      40.00       0.00     343.00     345.00       0.00
   10      21.00      22.00       0.00     351.00     378.00       0.00
   11      42.00      33.00       0.00     295.00     321.00       0.00
   12      23.00       1.00       0.00       0.00      13.00       0.00
   13      21.00      24.00       0.00     117.00     141.00       0.00
   14      40.00      12.00       0.00     270.00     281.00       0.00
   15       6.00      42.00       0.00     176.00     196.00       0.00
   16       7.00      44.00       0.00     212.00     236.00       0.00
   17      18.00      26.00       0.00     129.00     161.00       0.00
   18      37.00      13.00       0.00      86.00     117.00       0.00
   19      44.00      50.00       0.00     307.00     343.00       0.00
   20      41.00      11.00       0.00      91.00     104.00       0.00
   21      11.00      11.00       0.00      23.00      47.00       0.00
   22       4.00      20.00       0.00     237.00     255.00       0.00
   23       2.00       4.00       0.00      39.00      68.00       0.00
   24      35.00      32.00       0.00     408.00     428.00       0.00
   25      38.00       5.00       0.00      89.00     109.00       0.00
   26      28.00      21.00       0.00     125.00     141.00       0.00
   27      48.00      40.00       0.00     304.00     319.00       0.00
   28      12.00      35.00       0.00     184.00     213.00       0.00
   29      35.00       8.00       0.00      87.00     105.00       0.00
   30      21.00      14.00       0.00     258.00     278.00       0.00
   31      12.00      40.00       0.00     171.00     185.00       0.00
   32       4.00      45.00       0.00     172.00     200.00       0.00
   33      19.00       3.00       0.00      57.00      78.00       0.00
   34      24.00      23.00       0.00     125.00     148.00       0.00
   35      47.00      40.00       0.00     295.00     315.00       0.00
   36       5.00      17.00       0.00      29.00      56.00       0.00
   37      28.00       8.00       0.00       9.00      39.00       0.00
   38      22.00       6.00       0.00       0.00      10.00       0.00
   39      10.00      33.00       0.00     154.00     161.00       0.00
   40       5.00      12.00       0.00      49.00      68.00       0.00
   41      40.00      25.00       0.00     382.00     393.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n40w20.005    20.70 528


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1       4.00      30.00       0.00       0.00     539.00       0.00
    2      33.00      49.00       0.00     340.00     347.00       0.00
    3      48.00      20.00       0.00      76.00      96.00       0.00
    4      47.00       2.00       0.00     100.00     110.00       0.00
    5       8.00       4.00       0.00     144.00     170.00       0.00
    6       1.00      35.00       0.00      14.00      31.00       0.00
    7      10.00       3.00       0.00     147.00     166.00       0.00
    8      30.00      34.00       0.00     327.00     346.00       0.00
    9      10.00      14.00       0.00     168.00     189.00       0.00
   10       8.00      48.00       0.00     240.00     272.00       0.00
   11      48.00      19.00       0.00     456.00     470.00       0.00
   12      43.00       5.00       0.00      95.00     115.00       0.00
   13      26.00      27.00       0.00      43.00      48.00       0.00
   14      48.00      15.00       0.00      86.00     103.00       0.00
   15      35.00       5.00       0.00     112.00     115.00       0.00
   16      45.00      29.00       0.00     360.00     391.00       0.00
   17       5.00       5.00       0.00     139.00     174.00       0.00
   18      21.00      15.00       0.00     113.00     142.00       0.00
   19      18.00       4.00       0.00     129.00     142.00       0.00
   20       2.00       2.00       0.00     147.00     166.00       0.00
   21       4.00      16.00       0.00     212.00     226.00       0.00
   22      16.00      27.00       0.00      19.00      31.00       0.00
   23       1.00      38.00       0.00     223.00     256.00       0.00
   24       4.00      49.00       0.00     285.00     315.00       0.00
   25      22.00      34.00       0.00      40.00      58.00       0.00
   26       9.00      24.00       0.00     267.00     279.00       0.00
   27      34.00      33.00       0.00      41.00      75.00       0.00
   28      45.00      18.00       0.00      62.00      93.00       0.00
   29       9.00      33.00       0.00       0.00      15.00       0.00
   30      31.00      10.00       0.00     114.00     136.00       0.00
   31      39.00      38.00       0.00     371.00     395.00       0.00
   32      32.00       9.00       0.00     394.00     427.00       0.00
   33      42.00      28.00       0.00      57.00      79.00       0.00
   34       6.00       6.00       0.00     179.00     204.00       0.00
   35      38.00      33.00       0.00      60.00      72.00       0.00
   36      47.00       4.00       0.00     461.00     489.00       0.00
   37      18.00       7.00       0.00     201.00     220.00       0.00
   38       5.00      15.00       0.00     169.00     179.00       0.00
   39       8.00      34.00       0.00      10.00      31.00       0.00
   40      44.00      39.00       0.00     349.00     379.00       0.00
   41      17.00       5.00       0.00     412.00     438.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n40w40.001    37.42 517


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      20.00      27.00       0.00       0.00     540.00       0.00
    2       1.00       1.00       0.00     163.00     182.00       0.00
    3      19.00      20.00       0.00       8.00      17.00       0.00
    4      41.00      17.00       0.00     316.00     378.00       0.00
    5      47.00      40.00       0.00     223.00     258.00       0.00
    6      48.00      35.00       0.00     228.00     280.00       0.00
    7       6.00       8.00       0.00     161.00     179.00       0.00
    8      50.00       9.00       0.00     402.00     443.00       0.00
    9      21.00      47.00       0.00     270.00     320.00       0.00
   10       2.00      29.00       0.00     100.00     140.00       0.00
   11      19.00      26.00       0.00       5.00      65.00       0.00
   12      48.00      39.00       0.00     250.00     260.00       0.00
   13      44.00      26.00       0.00     462.00     516.00       0.00
   14      11.00      45.00       0.00      48.00      97.00       0.00
   15       7.00      48.00       0.00      55.00      86.00       0.00
   16      35.00       8.00       0.00     168.00     219.00       0.00
   17      15.00       3.00       0.00     167.00     203.00       0.00
   18      26.00       6.00       0.00     175.00     210.00       0.00
   19      41.00       0.00       0.00     343.00     398.00       0.00
   20      10.00      23.00       0.00       0.00      55.00       0.00
   21      15.00      25.00       0.00       0.00      40.00       0.00
   22      20.00      41.00       0.00      40.00      83.00       0.00
   23      48.00      33.00       0.00     246.00     313.00       0.00
   24      13.00      33.00       0.00      47.00      73.00       0.00
   25      37.00      37.00       0.00     231.00     250.00       0.00
   26      48.00       8.00       0.00     333.00     382.00       0.00
   27      35.00      19.00       0.00     217.00     229.00       0.00
   28       7.00      32.00       0.00      19.00      51.00       0.00
   29      11.00      44.00       0.00     116.00     142.00       0.00
   30       3.00      36.00       0.00     130.00     148.00       0.00
   31      14.00      13.00       0.00     121.00     173.00       0.00
   32       3.00      37.00       0.00      90.00      96.00       0.00
   33      24.00      26.00       0.00       0.00      37.00       0.00
   34      10.00      30.00       0.00      36.00      43.00       0.00
   35      15.00      37.00       0.00      61.00      90.00       0.00
   36      32.00      28.00       0.00     207.00     234.00       0.00
   37      33.00      35.00       0.00     267.00     322.00       0.00
   38      25.00       2.00       0.00     377.00     419.00       0.00
   39      49.00      27.00       0.00     249.00     293.00       0.00
   40       7.00      10.00       0.00     433.00     488.00       0.00
   41      17.00       1.00       0.00     414.00     463.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n40w40.002    39.27 530


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      22.00      31.00       0.00       0.00     550.00       0.00
    2      31.00      49.00       0.00      57.00     110.00       0.00
    3       8.00      15.00       0.00     193.00     247.00       0.00
    4      37.00      29.00       0.00      20.00      83.00       0.00
    5      37.00       8.00       0.00     245.00     275.00       0.00
    6      23.00      29.00       0.00       0.00      10.00       0.00
    7      41.00       4.00       0.00     278.00     293.00       0.00
    8      16.00      29.00       0.00       0.00      46.00       0.00
    9      30.00       4.00       0.00     254.00     303.00       0.00
   10      23.00       1.00       0.00     401.00     424.00       0.00
   11      36.00      25.00       0.00     299.00     308.00       0.00
   12      25.00      32.00       0.00       0.00      40.00       0.00
   13      40.00      44.00       0.00      80.00     128.00       0.00
   14       2.00      37.00       0.00     172.00     212.00       0.00
   15      23.00      49.00       0.00     149.00     175.00       0.00
   16      22.00      28.00       0.00       6.00      59.00       0.00
   17      12.00      18.00       0.00     199.00     257.00       0.00
   18       2.00      34.00       0.00     160.00     207.00       0.00
   19      25.00      43.00       0.00      90.00     108.00       0.00
   20      34.00      36.00       0.00      43.00      69.00       0.00
   21      39.00       4.00       0.00     479.00     519.00       0.00
   22      36.00      14.00       0.00     276.00     308.00       0.00
   23      20.00      34.00       0.00      14.00      37.00       0.00
   24       7.00      16.00       0.00     223.00     268.00       0.00
   25       2.00      14.00       0.00     209.00     264.00       0.00
   26      49.00      45.00       0.00      94.00     139.00       0.00
   27      49.00      40.00       0.00     110.00     124.00       0.00
   28       7.00      41.00       0.00     158.00     189.00       0.00
   29      41.00      11.00       0.00     258.00     296.00       0.00
   30       9.00      26.00       0.00     176.00     229.00       0.00
   31      14.00      18.00       0.00     191.00     228.00       0.00
   32      18.00       5.00       0.00     241.00     288.00       0.00
   33      37.00      41.00       0.00      60.00      84.00       0.00
   34      49.00      47.00       0.00     304.00     341.00       0.00
   35      29.00      31.00       0.00       0.00      48.00       0.00
   36      24.00      28.00       0.00       0.00      18.00       0.00
   37      24.00      34.00       0.00      14.00      75.00       0.00
   38       3.00      12.00       0.00     424.00     478.00       0.00
   39       4.00      35.00       0.00     342.00     412.00       0.00
   40      43.00      50.00       0.00     105.00     139.00       0.00
   41       1.00      27.00       0.00     416.00     473.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n40w40.003    36.35 542


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      32.00      21.00       0.00       0.00     563.00       0.00
    2      18.00      24.00       0.00      11.00      15.00       0.00
    3      49.00      23.00       0.00      85.00     142.00       0.00
    4      42.00       5.00       0.00     225.00     286.00       0.00
    5      42.00      36.00       0.00     112.00     187.00       0.00
    6      28.00      41.00       0.00     160.00     179.00       0.00
    7      47.00      37.00       0.00     104.00     157.00       0.00
    8       5.00       3.00       0.00      26.00      72.00       0.00
    9      48.00       6.00       0.00     238.00     283.00       0.00
   10       3.00      15.00       0.00       1.00      54.00       0.00
   11       8.00      15.00       0.00      26.00      42.00       0.00
   12      14.00      16.00       0.00      25.00      62.00       0.00
   13      14.00      34.00       0.00     202.00     212.00       0.00
   14       2.00      44.00       0.00     346.00     387.00       0.00
   15      24.00      44.00       0.00     186.00     207.00       0.00
   16       6.00      10.00       0.00     478.00     535.00       0.00
   17      22.00      24.00       0.00       0.00      29.00       0.00
   18      20.00      17.00       0.00       0.00      24.00       0.00
   19      36.00       3.00       0.00     446.00     484.00       0.00
   20      42.00      19.00       0.00     240.00     273.00       0.00
   21      49.00       3.00       0.00     275.00     316.00       0.00
   22      18.00      50.00       0.00     357.00     387.00       0.00
   23      17.00      46.00       0.00     160.00     195.00       0.00
   24      22.00      22.00       0.00      76.00     110.00       0.00
   25      43.00      18.00       0.00      97.00     130.00       0.00
   26      11.00      41.00       0.00     172.00     240.00       0.00
   27      42.00       5.00       0.00     249.00     277.00       0.00
   28      34.00      22.00       0.00     100.00     112.00       0.00
   29       4.00      46.00       0.00     426.00     465.00       0.00
   30      41.00      47.00       0.00     130.00     180.00       0.00
   31      10.00      16.00       0.00      37.00      51.00       0.00
   32      10.00      17.00       0.00      20.00      42.00       0.00
   33      38.00      31.00       0.00     123.00     144.00       0.00
   34       2.00      25.00       0.00     388.00     440.00       0.00
   35       8.00       6.00       0.00      33.00      96.00       0.00
   36      10.00      15.00       0.00      20.00      40.00       0.00
   37      26.00      29.00       0.00     219.00     261.00       0.00
   38      48.00      40.00       0.00     293.00     330.00       0.00
   39      12.00       6.00       0.00      41.00      90.00       0.00
   40      12.00      38.00       0.00     349.00     380.00       0.00
   41      21.00      31.00       0.00     438.00     452.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n40w40.004    38.55 524


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      12.00      34.00       0.00       0.00     525.00       0.00
    2      23.00      20.00       0.00     100.00     111.00       0.00
    3       8.00      40.00       0.00     414.00     458.00       0.00
    4       9.00      32.00       0.00       0.00      37.00       0.00
    5      45.00       5.00       0.00     462.00     481.00       0.00
    6      21.00      49.00       0.00     290.00     342.00       0.00
    7      34.00      32.00       0.00     172.00     187.00       0.00
    8      24.00      19.00       0.00     132.00     164.00       0.00
    9      16.00      27.00       0.00      35.00      73.00       0.00
   10       6.00      21.00       0.00      30.00      51.00       0.00
   11      43.00      44.00       0.00     220.00     278.00       0.00
   12      46.00      30.00       0.00     181.00     220.00       0.00
   13      10.00      34.00       0.00      24.00      94.00       0.00
   14      24.00       5.00       0.00     111.00     140.00       0.00
   15       7.00      28.00       0.00       0.00      29.00       0.00
   16      18.00      10.00       0.00     122.00     125.00       0.00
   17      39.00      46.00       0.00     243.00     308.00       0.00
   18       5.00      22.00       0.00       0.00      22.00       0.00
   19       3.00      37.00       0.00     331.00     382.00       0.00
   20      47.00      26.00       0.00     170.00     199.00       0.00
   21      45.00      26.00       0.00     196.00     263.00       0.00
   22      17.00       6.00       0.00      99.00     153.00       0.00
   23      46.00      21.00       0.00     189.00     209.00       0.00
   24      16.00      38.00       0.00      37.00      74.00       0.00
   25      15.00      15.00       0.00      84.00     113.00       0.00
   26      19.00      31.00       0.00      57.00     119.00       0.00
   27      23.00      37.00       0.00      47.00      82.00       0.00
   28      20.00      37.00       0.00     295.00     312.00       0.00
   29      27.00      27.00       0.00      60.00     131.00       0.00
   30      47.00      11.00       0.00     188.00     252.00       0.00
   31       7.00      40.00       0.00     315.00     374.00       0.00
   32      16.00       3.00       0.00     353.00     393.00       0.00
   33       1.00      20.00       0.00       0.00      29.00       0.00
   34      11.00      14.00       0.00       0.00      64.00       0.00
   35      36.00      29.00       0.00     147.00     191.00       0.00
   36      49.00      30.00       0.00     186.00     200.00       0.00
   37      32.00      31.00       0.00     246.00     277.00       0.00
   38      18.00      47.00       0.00     293.00     321.00       0.00
   39      13.00      20.00       0.00       0.00      49.00       0.00
   40      38.00      19.00       0.00     145.00     178.00       0.00
   41      25.00      31.00       0.00     409.00     440.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n40w40.005    42.30 492


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      13.00      11.00       0.00       0.00     520.00       0.00
    2      28.00       6.00       0.00     254.00     312.00       0.00
    3       3.00      38.00       0.00     104.00     135.00       0.00
    4       1.00      36.00       0.00     282.00     330.00       0.00
    5       9.00      38.00       0.00      56.00      95.00       0.00
    6      27.00      24.00       0.00     127.00     167.00       0.00
    7      19.00      34.00       0.00      44.00      62.00       0.00
    8      15.00      35.00       0.00      28.00      77.00       0.00
    9      42.00      42.00       0.00     180.00     225.00       0.00
   10      35.00      39.00       0.00     432.00     453.00       0.00
   11      38.00      31.00       0.00     214.00     239.00       0.00
   12       8.00      15.00       0.00       0.00      23.00       0.00
   13      37.00       7.00       0.00     452.00     496.00       0.00
   14      12.00      50.00       0.00      86.00     121.00       0.00
   15      37.00      48.00       0.00     329.00     387.00       0.00
   16       0.00      35.00       0.00      91.00     130.00       0.00
   17      34.00      33.00       0.00     137.00     201.00       0.00
   18      45.00      37.00       0.00     194.00     224.00       0.00
   19      31.00      26.00       0.00     213.00     262.00       0.00
   20      15.00      15.00       0.00     273.00     330.00       0.00
   21      20.00      16.00       0.00     118.00     165.00       0.00
   22      13.00      30.00       0.00      18.00      47.00       0.00
   23      50.00      23.00       0.00     388.00     428.00       0.00
   24       7.00      46.00       0.00      69.00     101.00       0.00
   25       4.00       9.00       0.00       0.00      43.00       0.00
   26      44.00       2.00       0.00     261.00     289.00       0.00
   27      14.00      28.00       0.00      37.00      76.00       0.00
   28      38.00      12.00       0.00     238.00     266.00       0.00
   29      36.00      36.00       0.00     176.00     217.00       0.00
   30       6.00      23.00       0.00       0.00      52.00       0.00
   31      48.00      43.00       0.00     338.00     410.00       0.00
   32      49.00      31.00       0.00     181.00     236.00       0.00
   33      18.00      40.00       0.00      39.00      68.00       0.00
   34       6.00      42.00       0.00      82.00     159.00       0.00
   35      37.00      31.00       0.00     150.00     207.00       0.00
   36      24.00      21.00       0.00     139.00     164.00       0.00
   37      13.00      41.00       0.00      43.00     114.00       0.00
   38      22.00      28.00       0.00     140.00     163.00       0.00
   39      34.00      40.00       0.00     181.00     217.00       0.00
   40      46.00      23.00       0.00     198.00     245.00       0.00
   41      39.00      11.00       0.00     383.00     431.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n40w60.001    58.35 548


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      22.00      31.00       0.00       0.00     608.00       0.00
    2       1.00      23.00       0.00      50.00     143.00       0.00
    3      37.00       1.00       0.00     293.00     359.00       0.00
    4      34.00      42.00       0.00     160.00     223.00       0.00
    5      22.00      13.00       0.00      33.00      52.00       0.00
    6      40.00      48.00       0.00     207.00     282.00       0.00
    7      27.00      22.00       0.00       0.00      36.00       0.00
    8      18.00       8.00       0.00       0.00      63.00       0.00
    9      26.00      16.00       0.00       5.00      46.00       0.00
   10      13.00      27.00       0.00      89.00     119.00       0.00
   11       8.00       7.00       0.00      24.00     112.00       0.00
   12      32.00       8.00       0.00     446.00     508.00       0.00
   13      17.00      43.00       0.00     105.00     194.00       0.00
   14      26.00      34.00       0.00     171.00     249.00       0.00
   15      30.00      21.00       0.00     228.00     284.00       0.00
   16      18.00      25.00       0.00       0.00       9.00       0.00
   17      30.00      19.00       0.00       0.00      63.00       0.00
   18      28.00      11.00       0.00      21.00      62.00       0.00
   19      16.00      42.00       0.00      84.00     172.00       0.00
   20      13.00       9.00       0.00      30.00      93.00       0.00
   21       5.00       6.00       0.00     331.00     405.00       0.00
   22      21.00      49.00       0.00      85.00     147.00       0.00
   23      13.00      34.00       0.00     106.00     153.00       0.00
   24      36.00      43.00       0.00     189.00     224.00       0.00
   25      33.00      49.00       0.00     491.00     587.00       0.00
   26       9.00      34.00       0.00     115.00     147.00       0.00
   27      33.00      47.00       0.00     213.00     250.00       0.00
   28       3.00      25.00       0.00      87.00     152.00       0.00
   29      47.00      23.00       0.00     202.00     312.00       0.00
   30      43.00      18.00       0.00     265.00     323.00       0.00
   31      42.00      32.00       0.00     262.00     277.00       0.00
   32       1.00      21.00       0.00     147.00     200.00       0.00
   33       9.00      17.00       0.00      26.00      87.00       0.00
   34      12.00       2.00       0.00      24.00     123.00       0.00
   35      41.00      28.00       0.00     215.00     294.00       0.00
   36      45.00      38.00       0.00     220.00     266.00       0.00
   37      30.00      22.00       0.00      15.00      46.00       0.00
   38      25.00      47.00       0.00     394.00     443.00       0.00
   39      40.00      12.00       0.00     294.00     351.00       0.00
   40      34.00       8.00       0.00     300.00     324.00       0.00
   41       2.00       1.00       0.00     425.00     506.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n40w60.002    57.75 527


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      27.00      25.00       0.00       0.00     538.00       0.00
    2      38.00      12.00       0.00      92.00     133.00       0.00
    3      21.00      19.00       0.00     149.00     229.00       0.00
    4      33.00      45.00       0.00       0.00      60.00       0.00
    5       6.00      42.00       0.00     321.00     341.00       0.00
    6      24.00      12.00       0.00     134.00     180.00       0.00
    7      31.00      39.00       0.00      11.00      70.00       0.00
    8      40.00       2.00       0.00     446.00     512.00       0.00
    9      31.00      38.00       0.00       0.00      59.00       0.00
   10      21.00       1.00       0.00     154.00     195.00       0.00
   11      38.00      14.00       0.00     106.00     166.00       0.00
   12       2.00      29.00       0.00     268.00     309.00       0.00
   13       9.00      14.00       0.00     160.00     219.00       0.00
   14      29.00      11.00       0.00      98.00     170.00       0.00
   15      30.00      43.00       0.00       0.00      88.00       0.00
   16      47.00      12.00       0.00      52.00     151.00       0.00
   17       5.00       7.00       0.00     271.00     328.00       0.00
   18      26.00      20.00       0.00     169.00     205.00       0.00
   19      48.00      44.00       0.00      35.00      84.00       0.00
   20       3.00       0.00       0.00     201.00     269.00       0.00
   21      26.00      45.00       0.00       1.00      64.00       0.00
   22       0.00       6.00       0.00     216.00     261.00       0.00
   23      37.00       1.00       0.00     360.00     431.00       0.00
