

!! n200w20.001    20.14 1145


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
   57      48.00      46.00       0.00     199.00     217.00       0.00
   58      15.00      26.00       0.00     621.00     643.00       0.00
   59      22.00      26.00       0.00     239.00     269.00       0.00
   60      48.00      25.00       0.00     126.00     134.00       0.00
   61      44.00       8.00       0.00       0.00      14.00       0.00
   62      26.00      24.00       0.00     249.00     265.00       0.00
   63      33.00      16.00       0.00     773.00     792.00       0.00
   64      17.00       8.00       0.00     351.00     367.00       0.00
   65      23.00      23.00       0.00     249.00     254.00       0.00
   66      22.00      48.00       0.00     510.00     533.00       0.00
   67       8.00      13.00       0.00     377.00     396.00       0.00
   68      17.00      13.00       0.00     301.00     313.00       0.00
   69       2.00       7.00       0.00     396.00     427.00       0.00
   70       6.00      36.00       0.00     440.00     465.00       0.00
   71      20.00      20.00       0.00     633.00     647.00       0.00
   72      10.00      26.00       0.00     472.00     498.00       0.00
   73       0.00      29.00       0.00     461.00     482.00       0.00
   74      40.00      43.00       0.00     182.00     210.00       0.00
   75      38.00       6.00       0.00      21.00      33.00       0.00
   76      13.00       3.00       0.00     341.00     356.00       0.00
   77      49.00      23.00       0.00     108.00     112.00       0.00
   78       4.00      20.00       0.00     410.00     448.00       0.00
   79      19.00       9.00       0.00     309.00     322.00       0.00
   80      13.00      32.00       0.00     490.00     507.00       0.00
   81      23.00      32.00       0.00     490.00     516.00       0.00
   82      21.00       1.00       0.00     308.00     336.00       0.00
   83      20.00      31.00       0.00     485.00     514.00       0.00
   84      12.00      25.00       0.00     483.00     506.00       0.00
   85      39.00       8.00       0.00      18.00      35.00       0.00
   86       9.00      23.00       0.00     660.00     681.00       0.00
   87      36.00      32.00       0.00     221.00     239.00       0.00
   88      27.00      21.00       0.00     260.00     281.00       0.00
   89      24.00      43.00       0.00     532.00     541.00       0.00
   90      45.00      39.00       0.00     150.00     176.00       0.00
   91       1.00      12.00       0.00     415.00     427.00       0.00
   92      18.00      25.00       0.00     625.00     649.00       0.00
   93      50.00       3.00       0.00     838.00     843.00       0.00
   94       2.00      36.00       0.00     447.00     463.00       0.00
   95       7.00      38.00       0.00     453.00     459.00       0.00
   96      35.00      34.00       0.00     223.00     233.00       0.00
   97      42.00       4.00       0.00      35.00      41.00       0.00
   98      48.00      36.00       0.00     133.00     167.00       0.00
   99      45.00      18.00       0.00     794.00     825.00       0.00
  100      27.00      19.00       0.00     253.00     287.00       0.00
  101       1.00      28.00       0.00     422.00     440.00       0.00
  102      23.00      43.00       0.00     511.00     524.00       0.00
  103      13.00      15.00       0.00     371.00     387.00       0.00
  104      25.00      45.00       0.00     514.00     547.00       0.00
  105      46.00      36.00       0.00     142.00     161.00       0.00
  106      30.00      36.00       0.00     223.00     243.00       0.00
  107      45.00       6.00       0.00       0.00      24.00       0.00
  108      46.00      31.00       0.00     110.00     134.00       0.00
  109      25.00      25.00       0.00     239.00     262.00       0.00
  110      43.00       6.00       0.00      33.00      60.00       0.00
  111       4.00      37.00       0.00     433.00     464.00       0.00
  112       6.00      12.00       0.00     413.00     440.00       0.00
  113      47.00      29.00       0.00     110.00     129.00       0.00
  114      35.00      35.00       0.00     220.00     239.00       0.00
  115      47.00      16.00       0.00      97.00     103.00       0.00
  116      13.00      38.00       0.00     688.00     712.00       0.00
  117      32.00       8.00       0.00      57.00      72.00       0.00
  118      30.00      17.00       0.00     266.00     299.00       0.00
  119      11.00       8.00       0.00     388.00     412.00       0.00
  120      25.00      18.00       0.00     260.00     278.00       0.00
  121      24.00      40.00       0.00     512.00     528.00       0.00
  122      12.00      29.00       0.00     473.00     501.00       0.00
  123      12.00      13.00       0.00     364.00     390.00       0.00
  124      18.00      12.00       0.00     296.00     302.00       0.00
  125      32.00      50.00       0.00     887.00     902.00       0.00
  126      17.00      37.00       0.00     534.00     556.00       0.00
  127      20.00       2.00       0.00     303.00     330.00       0.00
  128      40.00      13.00       0.00      44.00      58.00       0.00
  129      36.00      34.00       0.00     216.00     236.00       0.00
  130      35.00       5.00       0.00      49.00      87.00       0.00
  131      43.00      31.00       0.00     117.00     136.00       0.00
  132      17.00      19.00       0.00     630.00     661.00       0.00
  133       4.00      29.00       0.00     428.00     447.00       0.00
  134      27.00      40.00       0.00     903.00     915.00       0.00
  135      41.00      12.00       0.00       6.00      34.00       0.00
  136      37.00      10.00       0.00      14.00      30.00       0.00
  137      45.00      26.00       0.00     100.00     130.00       0.00
  138      24.00      36.00       0.00     496.00     516.00       0.00
  139      47.00      18.00       0.00      86.00     119.00       0.00
  140       2.00       6.00       0.00     396.00     409.00       0.00
  141      11.00      24.00       0.00     471.00     492.00       0.00
  142      32.00       8.00       0.00     815.00     844.00       0.00
  143      21.00      39.00       0.00     537.00     560.00       0.00
  144      46.00      29.00       0.00     107.00     123.00       0.00
  145      34.00      31.00       0.00     747.00     761.00       0.00
  146      12.00      25.00       0.00     720.00     725.00       0.00
  147       7.00      28.00       0.00     460.00     487.00       0.00
  148      23.00       1.00       0.00     309.00     336.00       0.00
  149      22.00       6.00       0.00     352.00     375.00       0.00
  150      30.00      27.00       0.00     754.00     769.00       0.00
  151      21.00      39.00       0.00     502.00     519.00       0.00
  152      14.00      40.00       0.00     534.00     569.00       0.00
  153      26.00      49.00       0.00     525.00     543.00       0.00
  154      17.00      48.00       0.00     591.00     621.00       0.00
  155       0.00      16.00       0.00     655.00     682.00       0.00
  156       4.00       0.00       0.00     978.00     985.00       0.00
  157      29.00      31.00       0.00     231.00     243.00       0.00
  158      10.00      25.00       0.00     470.00     503.00       0.00
  159      27.00      15.00       0.00     265.00     296.00       0.00
  160      23.00       5.00       0.00     317.00     329.00       0.00
  161       0.00      18.00       0.00     956.00     967.00       0.00
  162       3.00      49.00       0.00     585.00     593.00       0.00
  163      16.00      32.00       0.00     484.00     511.00       0.00
  164      12.00      19.00       0.00     635.00     656.00       0.00
  165      18.00      39.00       0.00     541.00     573.00       0.00
  166      21.00      20.00       0.00     635.00     661.00       0.00
  167      24.00      12.00       0.00     292.00     298.00       0.00
  168       4.00      24.00       0.00     431.00     436.00       0.00
  169      13.00       1.00       0.00     336.00     340.00       0.00
  170       9.00      32.00       0.00     618.00     642.00       0.00
  171      26.00      14.00       0.00     785.00     797.00       0.00
  172      25.00      29.00       0.00     226.00     252.00       0.00
  173      34.00      41.00       0.00     164.00     187.00       0.00
  174      43.00      13.00       0.00       7.00      20.00       0.00
  175      13.00      10.00       0.00     363.00     373.00       0.00
  176      13.00      30.00       0.00     619.00     638.00       0.00
  177      19.00      31.00       0.00     491.00     517.00       0.00
  178       9.00       5.00       0.00     336.00     366.00       0.00
  179       2.00      32.00       0.00     684.00     709.00       0.00
  180       4.00       8.00       0.00     398.00     417.00       0.00
  181       3.00      17.00       0.00     423.00     435.00       0.00
  182       1.00      32.00       0.00     447.00     470.00       0.00
  183      27.00      16.00       0.00     282.00     301.00       0.00
  184      43.00      28.00       0.00     128.00     138.00       0.00
  185      33.00       8.00       0.00      54.00      72.00       0.00
  186      36.00      25.00       0.00     928.00     931.00       0.00
  187      35.00      31.00       0.00     226.00     241.00       0.00
  188       7.00      27.00       0.00     680.00     682.00       0.00
  189       2.00       8.00       0.00     394.00     407.00       0.00
  190      40.00      24.00       0.00     767.00     774.00       0.00
  191       7.00      11.00       0.00     380.00     407.00       0.00
  192      49.00      45.00       0.00     881.00     891.00       0.00
  193       7.00      39.00       0.00     599.00     623.00       0.00
  194      49.00      41.00       0.00     187.00     221.00       0.00
  195       2.00      25.00       0.00     434.00     449.00       0.00
  196      13.00       1.00       0.00     334.00     357.00       0.00
  197      21.00      11.00       0.00     277.00     313.00       0.00
  198      37.00       1.00       0.00      71.00      90.00       0.00
  199      12.00      43.00       0.00     552.00     577.00       0.00
  200      12.00      16.00       0.00     374.00     386.00       0.00
  201      41.00      34.00       0.00    1044.00    1060.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n200w20.002    20.04 1129


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      33.00      38.00       0.00       0.00    1139.00       0.00
    2      24.00       8.00       0.00      87.00     112.00       0.00
    3      37.00      25.00       0.00      60.00      84.00       0.00
    4       3.00      22.00       0.00     961.00     983.00       0.00
    5      31.00      36.00       0.00     618.00     646.00       0.00
    6      43.00      38.00       0.00      25.00      44.00       0.00
    7      48.00      34.00       0.00     298.00     322.00       0.00
    8      38.00      45.00       0.00      13.00      26.00       0.00
    9       6.00      34.00       0.00     471.00     494.00       0.00
   10      43.00      40.00       0.00      24.00      46.00       0.00
   11      15.00       9.00       0.00     776.00     787.00       0.00
   12      48.00      20.00       0.00     359.00     386.00       0.00
   13       4.00      17.00       0.00     843.00     860.00       0.00
   14      14.00      31.00       0.00     432.00     462.00       0.00
   15      47.00      15.00       0.00     228.00     251.00       0.00
   16      29.00      14.00       0.00      91.00     111.00       0.00
   17      18.00      15.00       0.00     102.00     133.00       0.00
   18      14.00       0.00       0.00     779.00     801.00       0.00
   19       3.00      50.00       0.00     514.00     526.00       0.00
   20      23.00      48.00       0.00     898.00     911.00       0.00
   21       7.00       1.00       0.00     698.00     715.00       0.00
   22      34.00      30.00       0.00      49.00      61.00       0.00
   23      21.00      12.00       0.00     101.00     117.00       0.00
   24      14.00       6.00       0.00     692.00     719.00       0.00
   25      40.00      32.00       0.00      32.00      60.00       0.00
   26      17.00      47.00       0.00     601.00     624.00       0.00
   27      16.00      17.00       0.00     114.00     132.00       0.00
   28      35.00      41.00       0.00       0.00      13.00       0.00
   29       4.00      36.00       0.00     494.00     512.00       0.00
   30      13.00      35.00       0.00     554.00     580.00       0.00
   31       8.00       4.00       0.00     715.00     736.00       0.00
   32       5.00      26.00       0.00     459.00     471.00       0.00
   33      33.00      41.00       0.00       0.00       4.00       0.00
   34      34.00      23.00       0.00      78.00      79.00       0.00
   35      48.00      34.00       0.00     303.00     322.00       0.00
   36      20.00      49.00       0.00     599.00     611.00       0.00
   37       6.00      47.00       0.00     509.00     530.00       0.00
   38      45.00      29.00       0.00     275.00     294.00       0.00
   39      37.00      43.00       0.00       0.00      22.00       0.00
   40      28.00      46.00       0.00     938.00     947.00       0.00
   41      13.00      45.00       0.00     599.00     611.00       0.00
   42      13.00      44.00       0.00     560.00     577.00       0.00
   43      42.00      21.00       0.00     264.00     293.00       0.00
   44      11.00      37.00       0.00     547.00     578.00       0.00
   45      41.00      27.00       0.00     332.00     342.00       0.00
   46      29.00      12.00       0.00     380.00     398.00       0.00
   47      47.00       2.00       0.00     214.00     228.00       0.00
   48      42.00      46.00       0.00      18.00      35.00       0.00
   49      24.00      40.00       0.00     416.00     447.00       0.00
   50      44.00      48.00       0.00      21.00      38.00       0.00
   51      10.00      37.00       0.00     540.00     568.00       0.00
   52      10.00      23.00       0.00     824.00     837.00       0.00
   53      21.00      35.00       0.00     873.00     906.00       0.00
   54      34.00       5.00       0.00     171.00     199.00       0.00
   55       2.00      15.00       0.00     753.00     764.00       0.00
   56      10.00       6.00       0.00     708.00     726.00       0.00
   57       3.00       8.00       0.00     724.00     759.00       0.00
   58      21.00      34.00       0.00     418.00     439.00       0.00
   59       2.00      27.00       0.00     463.00     475.00       0.00
   60       6.00      25.00       0.00     467.00     487.00       0.00
   61      14.00      37.00       0.00     553.00     580.00       0.00
   62      22.00      37.00       0.00     427.00     446.00       0.00
   63      16.00      22.00       0.00     650.00     679.00       0.00
   64      13.00       4.00       0.00     696.00     701.00       0.00
   65       1.00      10.00       0.00     755.00     780.00       0.00
   66      13.00      10.00       0.00     687.00     693.00       0.00
   67      20.00      13.00       0.00      94.00     110.00       0.00
   68      42.00       4.00       0.00     196.00     213.00       0.00
   69      10.00       1.00       0.00     703.00     728.00       0.00
   70      12.00      40.00       0.00     560.00     573.00       0.00
   71      14.00      15.00       0.00     123.00     133.00       0.00
   72      21.00       8.00       0.00     102.00     114.00       0.00
   73       3.00      32.00       0.00     483.00     513.00       0.00
   74      33.00      33.00       0.00      50.00      64.00       0.00
   75      46.00      40.00       0.00     320.00     334.00       0.00
   76      33.00       7.00       0.00     185.00     202.00       0.00
   77      42.00      40.00       0.00     905.00     924.00       0.00
   78       5.00      45.00       0.00     522.00     548.00       0.00
   79       8.00      27.00       0.00     443.00     475.00       0.00
   80      16.00      19.00       0.00     124.00     136.00       0.00
   81      43.00      25.00       0.00     296.00     309.00       0.00
   82      10.00       4.00       0.00     716.00     729.00       0.00
   83       1.00      18.00       0.00     742.00     757.00       0.00
   84      40.00      12.00       0.00     240.00     270.00       0.00
   85       1.00       5.00       0.00     719.00     744.00       0.00
   86      46.00      24.00       0.00     278.00     293.00       0.00
   87      12.00      29.00       0.00     451.00     466.00       0.00
   88       2.00      14.00       0.00     740.00     762.00       0.00
   89      26.00       2.00       0.00     165.00     176.00       0.00
   90      50.00      15.00       0.00     216.00     242.00       0.00
   91      19.00      15.00       0.00     104.00     122.00       0.00
   92      33.00      21.00       0.00      72.00      95.00       0.00
   93       9.00      31.00       0.00     480.00     490.00       0.00
   94      47.00      34.00       0.00     291.00     315.00       0.00
   95      10.00      25.00       0.00     652.00     677.00       0.00
   96      32.00      43.00       0.00     894.00     931.00       0.00
   97      46.00      30.00       0.00     290.00     316.00       0.00
   98      12.00      36.00       0.00     577.00     607.00       0.00
   99      17.00       5.00       0.00     700.00     720.00       0.00
  100      12.00       3.00       0.00     707.00     713.00       0.00
  101      36.00      29.00       0.00      33.00      49.00       0.00
  102       5.00      11.00       0.00     729.00     753.00       0.00
  103      27.00      42.00       0.00     420.00     438.00       0.00
  104      21.00      19.00       0.00     122.00     145.00       0.00
  105       2.00      24.00       0.00     829.00     854.00       0.00
  106      23.00      17.00       0.00     137.00     166.00       0.00
  107       8.00       5.00       0.00     704.00     726.00       0.00
  108      26.00      39.00       0.00     616.00     638.00       0.00
  109      18.00      30.00       0.00     440.00     463.00       0.00
  110      21.00      12.00       0.00     103.00     127.00       0.00
  111      48.00      26.00       0.00     281.00     306.00       0.00
  112      20.00      15.00       0.00      97.00     126.00       0.00
  113      21.00      43.00       0.00     619.00     628.00       0.00
  114      49.00      24.00       0.00     335.00     348.00       0.00
  115      25.00      25.00       0.00     649.00     663.00       0.00
  116      43.00      18.00       0.00     225.00     250.00       0.00
  117      27.00      30.00       0.00     407.00     424.00       0.00
  118      16.00      13.00       0.00     679.00     691.00       0.00
  119      34.00      35.00       0.00      59.00      60.00       0.00
  120      29.00       5.00       0.00     168.00     181.00       0.00
  121      25.00      29.00       0.00     633.00     648.00       0.00
  122      12.00      37.00       0.00     553.00     558.00       0.00
  123      39.00      10.00       0.00     170.00     190.00       0.00
  124      15.00      24.00       0.00     643.00     670.00       0.00
  125      38.00      31.00       0.00      51.00      86.00       0.00
  126       4.00      48.00       0.00     521.00     523.00       0.00
  127      43.00      35.00       0.00     318.00     344.00       0.00
  128      20.00      10.00       0.00     803.00     825.00       0.00
  129      49.00       7.00       0.00     248.00     272.00       0.00
  130       7.00      44.00       0.00     508.00     535.00       0.00
  131      25.00      30.00       0.00     407.00     428.00       0.00
  132      49.00      35.00       0.00     295.00     324.00       0.00
  133       1.00      37.00       0.00     483.00     509.00       0.00
  134       9.00       5.00       0.00     716.00     735.00       0.00
  135      48.00      40.00       0.00     294.00     322.00       0.00
  136       5.00      40.00       0.00     544.00     565.00       0.00
  137      11.00      22.00       0.00     655.00     677.00       0.00
  138      27.00      33.00       0.00     400.00     421.00       0.00
  139      34.00      29.00       0.00      44.00      67.00       0.00
  140      28.00      19.00       0.00     146.00     163.00       0.00
  141       6.00      48.00       0.00     527.00     548.00       0.00
  142      31.00      22.00       0.00     383.00     405.00       0.00
  143       7.00       8.00       0.00     709.00     746.00       0.00
  144       2.00      40.00       0.00     495.00     511.00       0.00
  145      28.00      38.00       0.00     410.00     440.00       0.00
  146      26.00      36.00       0.00     408.00     428.00       0.00
  147       8.00      16.00       0.00     812.00     832.00       0.00
  148      25.00      19.00       0.00     127.00     159.00       0.00
  149       4.00       3.00       0.00     756.00     770.00       0.00
  150      18.00      23.00       0.00     667.00     678.00       0.00
  151      28.00      36.00       0.00     415.00     433.00       0.00
  152       7.00      29.00       0.00     457.00     477.00       0.00
  153      39.00      30.00       0.00      37.00      59.00       0.00
  154      38.00      24.00       0.00     353.00     360.00       0.00
  155       4.00      10.00       0.00     836.00     855.00       0.00
  156      26.00       6.00       0.00     161.00     177.00       0.00
  157      25.00      22.00       0.00     145.00     156.00       0.00
  158      37.00      23.00       0.00      65.00      78.00       0.00
  159      43.00      49.00       0.00    1030.00    1054.00       0.00
  160      13.00       0.00       0.00     775.00     793.00       0.00
  161      20.00      26.00       0.00     637.00     657.00       0.00
  162       0.00      50.00       0.00     514.00     541.00       0.00
  163       8.00      32.00       0.00     471.00     477.00       0.00
  164      46.00      18.00       0.00     228.00     241.00       0.00
  165      47.00       4.00       0.00     201.00     232.00       0.00
  166      34.00      13.00       0.00     177.00     198.00       0.00
  167      24.00       1.00       0.00    1078.00    1101.00       0.00
  168      25.00      10.00       0.00     148.00     178.00       0.00
  169       7.00       4.00       0.00     725.00     734.00       0.00
  170      16.00      41.00       0.00     579.00     584.00       0.00
  171       5.00      50.00       0.00     534.00     546.00       0.00
  172      50.00       4.00       0.00     196.00     232.00       0.00
  173      16.00      16.00       0.00     107.00     140.00       0.00
  174      14.00       6.00       0.00     693.00     703.00       0.00
  175      50.00      10.00       0.00     222.00     234.00       0.00
  176      32.00      24.00       0.00      62.00      81.00       0.00
  177       9.00      33.00       0.00     459.00     486.00       0.00
  178      29.00      46.00       0.00     903.00     916.00       0.00
  179       0.00      22.00       0.00     823.00     855.00       0.00
  180      17.00      18.00       0.00     136.00     150.00       0.00
  181      11.00      41.00       0.00     571.00     592.00       0.00
  182       1.00      31.00       0.00     478.00     506.00       0.00
  183      29.00      10.00       0.00      86.00     101.00       0.00
  184      26.00      10.00       0.00      94.00     109.00       0.00
  185      31.00      18.00       0.00      73.00     103.00       0.00
  186      38.00      25.00       0.00      66.00      84.00       0.00
  187      34.00      42.00       0.00       9.00      29.00       0.00
  188      17.00      15.00       0.00     104.00     138.00       0.00
  189      18.00      17.00       0.00     119.00     147.00       0.00
  190      10.00      31.00       0.00     462.00     498.00       0.00
  191      15.00      40.00       0.00     563.00     582.00       0.00
  192      18.00      31.00       0.00     440.00     459.00       0.00
  193      42.00      45.00       0.00       6.00      22.00       0.00
  194      16.00      46.00       0.00     599.00     623.00       0.00
  195       4.00      31.00       0.00     856.00     881.00       0.00
  196      22.00      40.00       0.00     422.00     449.00       0.00
  197      42.00      36.00       0.00      32.00      56.00       0.00
  198      17.00      47.00       0.00     612.00     629.00       0.00
  199      27.00      40.00       0.00     419.00     440.00       0.00
  200       9.00      41.00       0.00     569.00     578.00       0.00
  201      43.00      21.00       0.00     993.00    1025.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n200w20.003    19.75 1184


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      19.00      28.00       0.00       0.00    1186.00       0.00
    2      30.00      21.00       0.00     488.00     514.00       0.00
    3      22.00      12.00       0.00     585.00     618.00       0.00
    4      48.00      45.00       0.00     946.00     963.00       0.00
    5      42.00       0.00       0.00     653.00     660.00       0.00
    6      34.00      12.00       0.00     565.00     599.00       0.00
    7      24.00      35.00       0.00     137.00     156.00       0.00
    8      44.00      37.00       0.00     344.00     367.00       0.00
    9      25.00      16.00       0.00     292.00     311.00       0.00
   10       8.00      13.00       0.00     241.00     257.00       0.00
   11      32.00      37.00       0.00     839.00     872.00       0.00
   12      39.00      10.00       0.00     505.00     532.00       0.00
   13      27.00      19.00       0.00     284.00     295.00       0.00
   14      35.00      28.00       0.00     317.00     339.00       0.00
   15       3.00      19.00       0.00     241.00     245.00       0.00
   16      38.00      47.00       0.00     436.00     460.00       0.00
   17      28.00      34.00       0.00     143.00     162.00       0.00
   18      47.00      15.00       0.00     656.00     677.00       0.00
   19      30.00      29.00       0.00     475.00     497.00       0.00
   20      50.00      37.00       0.00    1101.00    1121.00       0.00
   21      18.00       6.00       0.00     743.00     762.00       0.00
   22      22.00      36.00       0.00     136.00     159.00       0.00
   23      12.00      45.00       0.00     182.00     188.00       0.00
   24      48.00      38.00       0.00     354.00     367.00       0.00
   25      42.00      33.00       0.00     338.00     355.00       0.00
   26      17.00      41.00       0.00     824.00     847.00       0.00
   27      39.00       9.00       0.00     529.00     555.00       0.00
   28       9.00      41.00       0.00     182.00     208.00       0.00
   29      28.00      47.00       0.00     908.00     941.00       0.00
   30       8.00       4.00       0.00      47.00      57.00       0.00
   31      49.00       1.00       0.00     689.00     710.00       0.00
   32      17.00      24.00       0.00       2.00      21.00       0.00
   33      19.00      32.00       0.00     831.00     850.00       0.00
   34       7.00      47.00       0.00     886.00     897.00       0.00
   35      50.00       4.00       0.00     627.00     654.00       0.00
   36      32.00       0.00       0.00     541.00     564.00       0.00
   37      40.00      44.00       0.00     450.00     468.00       0.00
   38      37.00      12.00       0.00     512.00     530.00       0.00
   39      14.00      24.00       0.00       0.00      22.00       0.00
   40      35.00       9.00       0.00     512.00     542.00       0.00
   41      18.00      14.00       0.00      31.00      35.00       0.00
   42      41.00      24.00       0.00     396.00     406.00       0.00
   43      40.00      39.00       0.00     405.00     430.00       0.00
   44      37.00       2.00       0.00     541.00     558.00       0.00
   45      30.00       8.00       0.00     561.00     583.00       0.00
   46      47.00      46.00       0.00     930.00     957.00       0.00
   47      29.00       2.00       0.00     556.00     586.00       0.00
   48       6.00      24.00       0.00      91.00     110.00       0.00
   49      21.00      19.00       0.00      17.00      27.00       0.00
   50       3.00      37.00       0.00     196.00     219.00       0.00
   51      40.00      33.00       0.00     339.00     361.00       0.00
   52      16.00      33.00       0.00     120.00     129.00       0.00
   53      33.00       6.00       0.00     566.00     593.00       0.00
   54      40.00      41.00       0.00     414.00     443.00       0.00
   55       3.00       8.00       0.00      56.00      83.00       0.00
   56      14.00      23.00       0.00     256.00     278.00       0.00
   57       7.00      36.00       0.00     195.00     210.00       0.00
   58      46.00      28.00       0.00     360.00     395.00       0.00
   59       8.00      40.00       0.00     175.00     207.00       0.00
   60       3.00      28.00       0.00     221.00     240.00       0.00
   61      10.00       2.00       0.00     738.00     765.00       0.00
   62       6.00      27.00       0.00      96.00     105.00       0.00
   63       6.00       2.00       0.00      51.00      65.00       0.00
   64      46.00      30.00       0.00     388.00     396.00       0.00
   65      17.00       1.00       0.00     724.00     750.00       0.00
   66      20.00       2.00       0.00     726.00     748.00       0.00
   67      40.00      47.00       0.00     959.00     981.00       0.00
   68      41.00       8.00       0.00     626.00     641.00       0.00
   69      24.00      48.00       0.00     154.00     193.00       0.00
   70      33.00      21.00       0.00     307.00     324.00       0.00
   71      32.00      20.00       0.00     311.00     321.00       0.00
   72       9.00      27.00       0.00      92.00     120.00       0.00
   73      23.00      36.00       0.00     156.00     160.00       0.00
   74      36.00      22.00       0.00     307.00     337.00       0.00
   75      47.00      13.00       0.00     668.00     686.00       0.00
   76       5.00      27.00       0.00      81.00     110.00       0.00
   77      50.00      36.00       0.00     344.00     367.00       0.00
   78      34.00      20.00       0.00     311.00     317.00       0.00
   79      23.00      18.00       0.00     588.00     613.00       0.00
   80      47.00       2.00       0.00     638.00     645.00       0.00
   81      47.00      47.00       0.00     931.00     959.00       0.00
   82      36.00       7.00       0.00     519.00     546.00       0.00
   83      18.00      16.00       0.00       9.00      39.00       0.00
   84      14.00      18.00       0.00      21.00      35.00       0.00
   85      48.00      34.00       0.00     364.00     375.00       0.00
   86      11.00      47.00       0.00     822.00     845.00       0.00
   87      33.00      18.00       0.00     614.00     621.00       0.00
   88      12.00      40.00       0.00     192.00     218.00       0.00
   89      30.00      14.00       0.00     274.00     312.00       0.00
   90      11.00      20.00       0.00      77.00     101.00       0.00
   91      41.00      44.00       0.00     416.00     433.00       0.00
   92       7.00      32.00       0.00      98.00     136.00       0.00
   93      34.00      33.00       0.00     328.00     337.00       0.00
   94      22.00      45.00       0.00     861.00     888.00       0.00
   95       1.00       0.00       0.00     761.00     784.00       0.00
   96      32.00      20.00       0.00     308.00     320.00       0.00
   97       3.00      37.00       0.00     219.00     222.00       0.00
   98      21.00      16.00       0.00      16.00      33.00       0.00
   99      23.00      43.00       0.00     166.00     181.00       0.00
  100       7.00      34.00       0.00     103.00     119.00       0.00
  101      43.00      40.00       0.00     331.00     357.00       0.00
  102       8.00      16.00       0.00      68.00      89.00       0.00
  103      17.00      47.00       0.00     175.00     182.00       0.00
