

!! n150w20.001    20.39 1037


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
   58       1.00      22.00       0.00     537.00     560.00       0.00
   59      15.00       6.00       0.00     498.00     525.00       0.00
   60      19.00      21.00       0.00     165.00     182.00       0.00
   61       1.00      46.00       0.00     261.00     282.00       0.00
   62       4.00      50.00       0.00     256.00     278.00       0.00
   63      18.00      40.00       0.00      97.00     132.00       0.00
   64      48.00      23.00       0.00     367.00     390.00       0.00
   65      20.00      35.00       0.00     111.00     127.00       0.00
   66      36.00      35.00       0.00      26.00      45.00       0.00
   67       2.00      12.00       0.00     520.00     548.00       0.00
   68      49.00      50.00       0.00      61.00      82.00       0.00
   69      17.00      23.00       0.00     166.00     201.00       0.00
   70      28.00      10.00       0.00     419.00     434.00       0.00
   71      15.00      19.00       0.00     460.00     476.00       0.00
   72      22.00      31.00       0.00     126.00     142.00       0.00
   73      22.00      47.00       0.00     278.00     305.00       0.00
   74      25.00       8.00       0.00     401.00     435.00       0.00
   75      21.00       8.00       0.00     415.00     425.00       0.00
   76      49.00      11.00       0.00     732.00     749.00       0.00
   77      10.00       4.00       0.00     494.00     527.00       0.00
   78       2.00      31.00       0.00     204.00     237.00       0.00
   79      29.00      23.00       0.00     159.00     165.00       0.00
   80       0.00      17.00       0.00     540.00     553.00       0.00
   81      32.00      25.00       0.00     609.00     641.00       0.00
   82      12.00      11.00       0.00     475.00     486.00       0.00
   83      27.00      49.00       0.00      90.00     112.00       0.00
   84      17.00      16.00       0.00     440.00     471.00       0.00
   85      20.00      35.00       0.00     123.00     145.00       0.00
   86      44.00      16.00       0.00     627.00     649.00       0.00
   87      45.00      43.00       0.00      48.00      77.00       0.00
   88      49.00      20.00       0.00     706.00     729.00       0.00
   89       3.00      10.00       0.00     528.00     532.00       0.00
   90       7.00       5.00       0.00     785.00     798.00       0.00
   91      37.00      19.00       0.00     369.00     401.00       0.00
   92      27.00      32.00       0.00     309.00     316.00       0.00
   93      45.00      34.00       0.00       0.00      17.00       0.00
   94      25.00      13.00       0.00     391.00     424.00       0.00
   95      22.00      18.00       0.00     172.00     190.00       0.00
   96      43.00      36.00       0.00       0.00      29.00       0.00
   97       4.00      39.00       0.00     222.00     239.00       0.00
   98      10.00      45.00       0.00     243.00     260.00       0.00
   99       4.00      27.00       0.00     212.00     218.00       0.00
  100      49.00      29.00       0.00       0.00      15.00       0.00
  101       5.00      46.00       0.00     261.00     271.00       0.00
  102      43.00       4.00       0.00     655.00     664.00       0.00
  103       8.00      36.00       0.00     227.00     249.00       0.00
  104      36.00       4.00       0.00     679.00     709.00       0.00
  105      38.00      45.00       0.00      42.00      56.00       0.00
  106      33.00      17.00       0.00     378.00     408.00       0.00
  107      29.00      48.00       0.00     278.00     316.00       0.00
  108      14.00      19.00       0.00     452.00     463.00       0.00
  109      16.00      27.00       0.00     185.00     189.00       0.00
  110      37.00       3.00       0.00     651.00     686.00       0.00
  111      12.00      22.00       0.00     184.00     209.00       0.00
  112      29.00       9.00       0.00     431.00     440.00       0.00
  113      12.00      49.00       0.00     246.00     263.00       0.00
  114       9.00      35.00       0.00     587.00     595.00       0.00
  115      35.00      18.00       0.00     390.00     403.00       0.00
  116      34.00       2.00       0.00     669.00     674.00       0.00
  117       4.00      47.00       0.00     256.00     268.00       0.00
  118       6.00      48.00       0.00     238.00     272.00       0.00
  119      24.00      33.00       0.00     131.00     149.00       0.00
  120      39.00      18.00       0.00     373.00     395.00       0.00
  121       1.00       0.00       0.00     875.00     898.00       0.00
  122      21.00      35.00       0.00     121.00     123.00       0.00
  123      31.00      29.00       0.00     314.00     345.00       0.00
  124      22.00      13.00       0.00     442.00     445.00       0.00
  125      26.00      25.00       0.00     162.00     172.00       0.00
  126      31.00      45.00       0.00      89.00     111.00       0.00
  127      30.00       5.00       0.00     416.00     433.00       0.00
  128      17.00      27.00       0.00     181.00     198.00       0.00
  129      25.00      26.00       0.00     305.00     322.00       0.00
  130      15.00      16.00       0.00     438.00     461.00       0.00
  131      35.00      18.00       0.00     387.00     401.00       0.00
  132      11.00      10.00       0.00     471.00     485.00       0.00
  133      40.00      29.00       0.00       9.00      44.00       0.00
  134      40.00      10.00       0.00     640.00     662.00       0.00
  135      33.00      40.00       0.00      21.00      58.00       0.00
  136      19.00       6.00       0.00     475.00     496.00       0.00
  137       8.00      20.00       0.00     562.00     575.00       0.00
  138      19.00      36.00       0.00     123.00     133.00       0.00
  139      41.00      17.00       0.00     625.00     655.00       0.00
  140      20.00      21.00       0.00     771.00     792.00       0.00
  141      20.00      17.00       0.00     462.00     468.00       0.00
  142      30.00      17.00       0.00     389.00     411.00       0.00
  143      24.00      10.00       0.00     407.00     432.00       0.00
  144      21.00      40.00       0.00     107.00     132.00       0.00
  145       5.00      41.00       0.00     977.00     996.00       0.00
  146      15.00       5.00       0.00     465.00     493.00       0.00
  147      38.00      43.00       0.00      77.00      94.00       0.00
  148      26.00      37.00       0.00     129.00     149.00       0.00
  149      28.00      30.00       0.00     136.00     163.00       0.00
  150      34.00      37.00       0.00      33.00      39.00       0.00
  151      43.00      38.00       0.00     953.00     968.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n150w20.002    18.93 969


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1       7.00      16.00       0.00       0.00     981.00       0.00
    2       6.00       4.00       0.00     550.00     568.00       0.00
    3       7.00      44.00       0.00     748.00     771.00       0.00
    4      37.00      40.00       0.00     284.00     306.00       0.00
    5      27.00       0.00       0.00     100.00     110.00       0.00
    6      35.00       5.00       0.00     115.00     123.00       0.00
    7      11.00      14.00       0.00      70.00      90.00       0.00
    8      22.00       4.00       0.00      78.00     104.00       0.00
    9      43.00      27.00       0.00     302.00     316.00       0.00
   10      17.00      34.00       0.00     609.00     638.00       0.00
   11      15.00      14.00       0.00      60.00      92.00       0.00
   12      32.00      32.00       0.00     176.00     192.00       0.00
   13      44.00       4.00       0.00     357.00     394.00       0.00
   14      38.00      31.00       0.00     291.00     306.00       0.00
   15      31.00      25.00       0.00     169.00     180.00       0.00
   16      26.00      39.00       0.00     180.00     206.00       0.00
   17       2.00      37.00       0.00     675.00     692.00       0.00
   18      38.00      39.00       0.00     209.00     220.00       0.00
   19      28.00      47.00       0.00     259.00     295.00       0.00
   20      16.00      42.00       0.00     772.00     778.00       0.00
   21      50.00       8.00       0.00     351.00     361.00       0.00
   22      23.00      25.00       0.00      46.00      57.00       0.00
   23      34.00      36.00       0.00     171.00     187.00       0.00
   24      40.00      49.00       0.00     225.00     257.00       0.00
   25       8.00      16.00       0.00      52.00      83.00       0.00
   26       0.00      35.00       0.00     696.00     699.00       0.00
   27       6.00      29.00       0.00     689.00     710.00       0.00
   28       5.00      38.00       0.00     686.00     702.00       0.00
   29      44.00      47.00       0.00     229.00     242.00       0.00
   30      34.00       3.00       0.00     111.00     118.00       0.00
   31      22.00      17.00       0.00      31.00      44.00       0.00
   32       2.00      39.00       0.00     755.00     770.00       0.00
   33      50.00      43.00       0.00     237.00     267.00       0.00
   34      17.00      49.00       0.00     909.00     928.00       0.00
   35      35.00      10.00       0.00     123.00     141.00       0.00
   36      39.00      50.00       0.00     266.00     278.00       0.00
   37      27.00      12.00       0.00     503.00     528.00       0.00
   38      11.00      18.00       0.00       0.00      23.00       0.00
   39       5.00      50.00       0.00     805.00     825.00       0.00
   40      39.00       1.00       0.00     380.00     396.00       0.00
   41       6.00      41.00       0.00     670.00     700.00       0.00
   42       7.00      19.00       0.00       0.00       3.00       0.00
   43      40.00       5.00       0.00     371.00     380.00       0.00
   44       9.00      13.00       0.00     561.00     576.00       0.00
   45      20.00      38.00       0.00     647.00     684.00       0.00
   46       6.00       1.00       0.00     550.00     557.00       0.00
   47      15.00      24.00       0.00      16.00      30.00       0.00
   48      30.00       0.00       0.00     512.00     538.00       0.00
   49       8.00      31.00       0.00     702.00     717.00       0.00
   50      13.00      32.00       0.00     716.00     739.00       0.00
   51       4.00      27.00       0.00     700.00     726.00       0.00
   52      16.00      13.00       0.00     128.00     161.00       0.00
   53      32.00       0.00       0.00     106.00     109.00       0.00
   54       6.00       8.00       0.00     554.00     565.00       0.00
   55      31.00      32.00       0.00     175.00     179.00       0.00
   56      33.00      28.00       0.00     163.00     177.00       0.00
   57      12.00      16.00       0.00      59.00      81.00       0.00
   58      18.00      21.00       0.00       6.00      23.00       0.00
   59      42.00      40.00       0.00     207.00     228.00       0.00
   60      49.00      30.00       0.00     314.00     338.00       0.00
   61      33.00       7.00       0.00     106.00     126.00       0.00
   62      46.00      10.00       0.00     345.00     368.00       0.00
   63      43.00       6.00       0.00     358.00     381.00       0.00
   64      45.00      39.00       0.00     208.00     240.00       0.00
   65      17.00      33.00       0.00     618.00     645.00       0.00
   66      16.00       8.00       0.00      70.00      87.00       0.00
   67      13.00       0.00       0.00     537.00     551.00       0.00
   68      48.00      30.00       0.00     440.00     459.00       0.00
   69      17.00      44.00       0.00     663.00     680.00       0.00
   70      32.00      40.00       0.00     190.00     211.00       0.00
   71      24.00      21.00       0.00      29.00      56.00       0.00
   72      29.00      47.00       0.00     273.00     291.00       0.00
   73      31.00      40.00       0.00     637.00     664.00       0.00
   74      31.00      49.00       0.00     260.00     287.00       0.00
   75      43.00      46.00       0.00     232.00     240.00       0.00
   76      24.00      11.00       0.00     134.00     143.00       0.00
   77      26.00      19.00       0.00      18.00      34.00       0.00
   78      10.00      36.00       0.00     710.00     727.00       0.00
   79      45.00      30.00       0.00     295.00     326.00       0.00
   80      25.00      21.00       0.00      30.00      35.00       0.00
   81      44.00      17.00       0.00     331.00     359.00       0.00
   82      32.00      25.00       0.00     425.00     439.00       0.00
   83      44.00      46.00       0.00     229.00     256.00       0.00
   84      30.00      47.00       0.00     786.00     799.00       0.00
   85      15.00       2.00       0.00      88.00      91.00       0.00
   86      32.00      34.00       0.00     167.00     193.00       0.00
   87      49.00      15.00       0.00     333.00     370.00       0.00
   88      25.00      23.00       0.00      27.00      47.00       0.00
   89      45.00       1.00       0.00     381.00     391.00       0.00
   90       9.00      36.00       0.00     727.00     752.00       0.00
   91      30.00      41.00       0.00     186.00     214.00       0.00
   92      25.00      28.00       0.00      40.00      55.00       0.00
   93      21.00      25.00       0.00      19.00      26.00       0.00
   94      26.00      12.00       0.00     131.00     138.00       0.00
   95      14.00      26.00       0.00     725.00     743.00       0.00
   96      38.00      10.00       0.00     478.00     490.00       0.00
   97      38.00      38.00       0.00     202.00     230.00       0.00
   98      34.00      49.00       0.00     277.00     298.00       0.00
   99      37.00      40.00       0.00     196.00     232.00       0.00
  100      48.00       9.00       0.00     341.00     358.00       0.00
  101      37.00      20.00       0.00     411.00     439.00       0.00
  102      14.00      34.00       0.00     619.00     652.00       0.00
  103      26.00      26.00       0.00      40.00      63.00       0.00
  104      12.00      20.00       0.00       0.00      12.00       0.00
  105      17.00      21.00       0.00      57.00      59.00       0.00
  106      35.00      37.00       0.00     205.00     214.00       0.00
  107      43.00       8.00       0.00     350.00     374.00       0.00
  108      33.00      50.00       0.00     255.00     276.00       0.00
  109      21.00      14.00       0.00     126.00     147.00       0.00
  110      34.00      43.00       0.00     282.00     292.00       0.00
  111      47.00      35.00       0.00     313.00     340.00       0.00
  112      47.00      20.00       0.00     332.00     348.00       0.00
  113      28.00      37.00       0.00     176.00     197.00       0.00
  114      12.00      24.00       0.00       0.00      22.00       0.00
  115      34.00      19.00       0.00     424.00     442.00       0.00
  116      30.00      10.00       0.00     120.00     149.00       0.00
  117      25.00      27.00       0.00     615.00     618.00       0.00
  118       4.00       6.00       0.00     547.00     573.00       0.00
  119      31.00      23.00       0.00     150.00     176.00       0.00
  120      22.00      48.00       0.00     765.00     790.00       0.00
  121      42.00       8.00       0.00     381.00     404.00       0.00
  122       8.00      31.00       0.00     724.00     733.00       0.00
  123      26.00      40.00       0.00     639.00     665.00       0.00
  124      23.00      43.00       0.00     641.00     661.00       0.00
  125       7.00       9.00       0.00     960.00     974.00       0.00
  126      44.00       8.00       0.00     365.00     380.00       0.00
  127      47.00       7.00       0.00     389.00     401.00       0.00
  128       6.00      10.00       0.00     562.00     579.00       0.00
  129      21.00      38.00       0.00     626.00     653.00       0.00
  130      25.00      15.00       0.00     149.00     167.00       0.00
  131      31.00      31.00       0.00     160.00     196.00       0.00
  132      48.00      41.00       0.00     226.00     228.00       0.00
  133       1.00      40.00       0.00     690.00     695.00       0.00
  134      45.00      41.00       0.00     211.00     234.00       0.00
  135      44.00      39.00       0.00     229.00     239.00       0.00
  136      31.00      19.00       0.00     147.00     175.00       0.00
  137      40.00       5.00       0.00     390.00     404.00       0.00
  138      44.00      19.00       0.00     417.00     434.00       0.00
  139      29.00      38.00       0.00     180.00     209.00       0.00
  140      12.00      26.00       0.00     840.00     845.00       0.00
  141      39.00      19.00       0.00     443.00     448.00       0.00
  142      34.00       7.00       0.00     109.00     139.00       0.00
  143      22.00       5.00       0.00     586.00     615.00       0.00
  144      10.00      42.00       0.00     672.00     682.00       0.00
  145       4.00       4.00       0.00     559.00     593.00       0.00
  146      46.00      11.00       0.00     402.00     428.00       0.00
  147      32.00      35.00       0.00     185.00     203.00       0.00
  148      14.00      44.00       0.00     657.00     683.00       0.00
  149      16.00      11.00       0.00      69.00      88.00       0.00
  150      48.00       2.00       0.00     485.00     505.00       0.00
  151      49.00      16.00       0.00     874.00     878.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n150w20.003    19.43 967


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      28.00      38.00       0.00       0.00     983.00       0.00
    2      24.00      44.00       0.00     429.00     442.00       0.00
    3      35.00       2.00       0.00     323.00     333.00       0.00
    4      25.00      15.00       0.00     189.00     194.00       0.00
    5       9.00       5.00       0.00     276.00     285.00       0.00
    6      32.00      19.00       0.00     158.00     189.00       0.00
    7      37.00      16.00       0.00     550.00     564.00       0.00
    8      22.00      35.00       0.00      11.00      37.00       0.00
    9      39.00      29.00       0.00     374.00     405.00       0.00
   10       1.00      35.00       0.00      95.00     110.00       0.00
   11      34.00       7.00       0.00     302.00     328.00       0.00
   12       8.00      43.00       0.00      74.00      94.00       0.00
   13      13.00       1.00       0.00     649.00     669.00       0.00
   14      32.00       1.00       0.00     581.00     600.00       0.00
   15      24.00       4.00       0.00     302.00     326.00       0.00
   16      43.00      24.00       0.00     378.00     400.00       0.00
   17      24.00      47.00       0.00     725.00     753.00       0.00
   18      28.00      18.00       0.00     184.00     203.00       0.00
   19       3.00       8.00       0.00     237.00     271.00       0.00
   20      15.00      26.00       0.00     107.00     126.00       0.00
   21      35.00      27.00       0.00     386.00     409.00       0.00
   22      48.00      39.00       0.00     471.00     490.00       0.00
   23       3.00      11.00       0.00     254.00     272.00       0.00
   24      28.00      29.00       0.00     402.00     415.00       0.00
   25      21.00      24.00       0.00     136.00     151.00       0.00
   26      36.00      36.00       0.00     417.00     426.00       0.00
   27      36.00      16.00       0.00     151.00     177.00       0.00
   28      16.00      46.00       0.00      46.00      62.00       0.00
   29      31.00      33.00       0.00       9.00      24.00       0.00
   30      16.00      45.00       0.00      39.00      52.00       0.00
   31      20.00      34.00       0.00      22.00      42.00       0.00
   32      26.00      27.00       0.00     121.00     135.00       0.00
   33      11.00      42.00       0.00      51.00      66.00       0.00
   34       8.00      18.00       0.00     212.00     227.00       0.00
   35      11.00      45.00       0.00      49.00      76.00       0.00
   36      10.00       1.00       0.00     913.00     942.00       0.00
   37       8.00      49.00       0.00      64.00     100.00       0.00
   38       7.00      10.00       0.00     247.00     278.00       0.00
   39      13.00      40.00       0.00      53.00      72.00       0.00
   40       1.00      12.00       0.00     226.00     249.00       0.00
   41      30.00      35.00       0.00       0.00      10.00       0.00
   42      43.00      15.00       0.00     360.00     371.00       0.00
   43       2.00       8.00       0.00     262.00     278.00       0.00
   44      44.00       3.00       0.00     323.00     350.00       0.00
   45      37.00      22.00       0.00     157.00     182.00       0.00
   46      44.00      45.00       0.00     464.00     490.00       0.00
   47      24.00      19.00       0.00     180.00     213.00       0.00
   48       3.00      36.00       0.00     710.00     712.00       0.00
   49      41.00      28.00       0.00     520.00     530.00       0.00
   50      31.00      50.00       0.00     868.00     890.00       0.00
   51       4.00       4.00       0.00     256.00     293.00       0.00
   52      34.00      18.00       0.00     146.00     167.00       0.00
   53      27.00      15.00       0.00     181.00     196.00       0.00
   54      23.00      31.00       0.00     129.00     144.00       0.00
   55      28.00      22.00       0.00     134.00     152.00       0.00
   56      30.00       4.00       0.00     303.00     325.00       0.00
   57      50.00      32.00       0.00     510.00     529.00       0.00
   58      17.00       7.00       0.00     282.00     294.00       0.00
   59      46.00      21.00       0.00     373.00     392.00       0.00
   60      30.00      12.00       0.00     174.00     195.00       0.00
   61      39.00      48.00       0.00     454.00     480.00       0.00
   62      31.00       7.00       0.00     307.00     329.00       0.00
   63      42.00       4.00       0.00     329.00     333.00       0.00
   64       2.00      16.00       0.00     224.00     257.00       0.00
   65      29.00      36.00       0.00       0.00      16.00       0.00
   66      22.00      28.00       0.00     120.00     125.00       0.00
   67      17.00      22.00       0.00     625.00     632.00       0.00
   68      40.00      43.00       0.00     465.00     475.00       0.00
   69       8.00      42.00       0.00      55.00      79.00       0.00
   70      14.00      16.00       0.00     206.00     214.00       0.00
   71       2.00      24.00       0.00     212.00     244.00       0.00
   72      30.00      11.00       0.00     581.00     602.00       0.00
   73      31.00       5.00       0.00     591.00     601.00       0.00
   74       9.00       6.00       0.00     244.00     276.00       0.00
   75      28.00      44.00       0.00     418.00     437.00       0.00
   76      42.00       6.00       0.00     339.00     356.00       0.00
   77      10.00      15.00       0.00     202.00     233.00       0.00
   78      48.00      49.00       0.00     750.00     780.00       0.00
   79      24.00      32.00       0.00       5.00      34.00       0.00
   80      31.00      13.00       0.00     170.00     190.00       0.00
   81      11.00      19.00       0.00     613.00     630.00       0.00
   82       6.00      29.00       0.00      96.00     110.00       0.00
   83      32.00      36.00       0.00       8.00      25.00       0.00
   84      10.00      27.00       0.00     106.00     122.00       0.00
   85      32.00      21.00       0.00     132.00     156.00       0.00
   86       3.00      37.00       0.00      79.00     113.00       0.00
   87      31.00      15.00       0.00     171.00     187.00       0.00
   88      48.00      23.00       0.00     368.00     383.00       0.00
   89      43.00      20.00       0.00     556.00     560.00       0.00
   90      23.00      21.00       0.00     140.00     154.00       0.00
   91      46.00       9.00       0.00     337.00     369.00       0.00
   92      27.00       5.00       0.00     293.00     312.00       0.00
   93      41.00      50.00       0.00     470.00     476.00       0.00
   94      17.00      48.00       0.00      29.00      58.00       0.00
   95      12.00      43.00       0.00      63.00      80.00       0.00
   96      23.00      13.00       0.00     642.00     648.00       0.00
   97      39.00       4.00       0.00     327.00     336.00       0.00
   98      17.00      41.00       0.00      36.00      45.00       0.00
   99      17.00      28.00       0.00      99.00     123.00       0.00
  100       7.00       8.00       0.00     250.00     278.00       0.00
  101       1.00      15.00       0.00     238.00     249.00       0.00
  102      15.00      27.00       0.00     693.00     715.00       0.00
  103       2.00       9.00       0.00     250.00     269.00       0.00
  104      10.00      18.00       0.00     212.00     223.00       0.00
  105      19.00      16.00       0.00     190.00     212.00       0.00
  106      18.00      19.00       0.00     609.00     637.00       0.00
  107      42.00       3.00       0.00     336.00     348.00       0.00
  108      13.00      14.00       0.00     209.00     226.00       0.00
  109      42.00       3.00       0.00     328.00     347.00       0.00
  110      21.00      43.00       0.00     428.00     446.00       0.00
  111      40.00      27.00       0.00     383.00     402.00       0.00
  112      47.00      35.00       0.00     482.00     498.00       0.00
  113      31.00      42.00       0.00     452.00     478.00       0.00
  114      41.00      10.00       0.00     335.00     366.00       0.00
  115      37.00      33.00       0.00     391.00     409.00       0.00
  116      24.00       8.00       0.00     294.00     312.00       0.00
  117      31.00      13.00       0.00     176.00     193.00       0.00
  118      33.00      32.00       0.00     385.00     412.00       0.00
  119      46.00      21.00       0.00     356.00     384.00       0.00
  120      23.00      10.00       0.00     606.00     623.00       0.00
  121      14.00       4.00       0.00     281.00     293.00       0.00
  122       9.00      29.00       0.00     831.00     845.00       0.00
  123       3.00       5.00       0.00     663.00     673.00       0.00
  124       6.00      23.00       0.00     220.00     228.00       0.00
  125      37.00      50.00       0.00     741.00     770.00       0.00
  126      41.00      36.00       0.00     493.00     520.00       0.00
  127      34.00      22.00       0.00     147.00     165.00       0.00
  128      47.00      36.00       0.00     486.00     511.00       0.00
  129      23.00       5.00       0.00     290.00     317.00       0.00
  130      20.00      48.00       0.00      34.00      66.00       0.00
  131      47.00      32.00       0.00     495.00     504.00       0.00
  132      31.00      36.00       0.00       0.00      24.00       0.00
  133       6.00      23.00       0.00     675.00     687.00       0.00
  134      44.00       6.00       0.00     566.00     576.00       0.00
  135      35.00      12.00       0.00     796.00     820.00       0.00
  136      20.00      47.00       0.00     440.00     450.00       0.00
  137      46.00      20.00       0.00     356.00     379.00       0.00
  138      15.00      40.00       0.00      30.00      42.00       0.00
  139       3.00      48.00       0.00     710.00     741.00       0.00
  140      43.00      10.00       0.00     357.00     372.00       0.00
  141      20.00      37.00       0.00      12.00      46.00       0.00
  142      18.00      38.00       0.00      22.00      52.00       0.00
  143      13.00      15.00       0.00     213.00     227.00       0.00
  144      49.00       9.00       0.00     353.00     363.00       0.00
  145      20.00      42.00       0.00     439.00     450.00       0.00
  146      50.00      23.00       0.00     526.00     554.00       0.00
  147      45.00       4.00       0.00     327.00     347.00       0.00
  148      31.00      38.00       0.00     407.00     429.00       0.00
  149      27.00      32.00       0.00       7.00      29.00       0.00
  150      38.00      18.00       0.00     148.00     169.00       0.00
  151      34.00      43.00       0.00     858.00     884.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n150w20.004    18.68 979


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      11.00      18.00       0.00       0.00     988.00       0.00
    2       6.00      43.00       0.00     296.00     324.00       0.00
    3      14.00      19.00       0.00       0.00       8.00       0.00
    4      36.00      14.00       0.00     152.00     169.00       0.00
    5      23.00      41.00       0.00     604.00     620.00       0.00
    6      16.00      50.00       0.00     783.00     804.00       0.00
    7      17.00       5.00       0.00      18.00      35.00       0.00
    8       3.00       7.00       0.00     491.00     519.00       0.00
    9      30.00      15.00       0.00     396.00     416.00       0.00
   10      45.00      28.00       0.00     709.00     729.00       0.00
   11      44.00       8.00       0.00     151.00     161.00       0.00
   12      46.00      35.00       0.00     222.00     239.00       0.00
   13      49.00      28.00       0.00     191.00     218.00       0.00
   14      33.00      35.00       0.00     646.00     670.00       0.00
   15      23.00       9.00       0.00      29.00      50.00       0.00
   16       5.00      21.00       0.00     480.00     508.00       0.00
   17       7.00      22.00       0.00     332.00     355.00       0.00
   18      43.00      14.00       0.00     660.00     698.00       0.00
   19      47.00      35.00       0.00     199.00     232.00       0.00
   20      14.00      21.00       0.00       0.00      15.00       0.00
   21       5.00      36.00       0.00     305.00     329.00       0.00
   22      44.00      48.00       0.00     904.00     914.00       0.00
   23      23.00       4.00       0.00      41.00      56.00       0.00
   24      45.00       8.00       0.00     115.00     132.00       0.00
   25      50.00       2.00       0.00     131.00     148.00       0.00
   26      20.00       5.00       0.00      22.00      32.00       0.00
   27      41.00      11.00       0.00     671.00     695.00       0.00
   28      28.00      32.00       0.00     253.00     270.00       0.00
   29      12.00      28.00       0.00     441.00     455.00       0.00
   30      44.00      23.00       0.00     189.00     201.00       0.00
   31       7.00       8.00       0.00     353.00     379.00       0.00
   32      33.00      32.00       0.00     264.00     272.00       0.00
   33      41.00      20.00       0.00     168.00     201.00       0.00
   34      27.00      47.00       0.00     600.00     619.00       0.00
   35       2.00      32.00       0.00     478.00     487.00       0.00
   36      27.00      45.00       0.00     620.00     648.00       0.00
   37       8.00      13.00       0.00     485.00     516.00       0.00
   38      23.00       6.00       0.00      39.00      63.00       0.00
   39       5.00      19.00       0.00     346.00     362.00       0.00
   40      41.00      47.00       0.00     751.00     783.00       0.00
   41      13.00      28.00       0.00     545.00     569.00       0.00
   42      19.00      27.00       0.00     435.00     453.00       0.00
   43      35.00      20.00       0.00     178.00     182.00       0.00
   44      19.00      49.00       0.00     589.00     612.00       0.00
   45      11.00      39.00       0.00     282.00     309.00       0.00
   46      31.00       5.00       0.00      58.00      84.00       0.00
   47      12.00       6.00       0.00     513.00     523.00       0.00
   48      20.00      36.00       0.00     268.00     294.00       0.00
   49      12.00      17.00       0.00       0.00       6.00       0.00
