

!! n60w20.001    19.27 590


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
   58      14.00      23.00       0.00     327.00     360.00       0.00
   59      48.00       5.00       0.00      67.00      70.00       0.00
   60      48.00       6.00       0.00      79.00     104.00       0.00
   61      29.00      32.00       0.00     552.00     583.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n60w20.002    19.92 663


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      43.00      48.00       0.00       0.00     673.00       0.00
    2      37.00      17.00       0.00     325.00     337.00       0.00
    3      34.00      31.00       0.00      24.00      55.00       0.00
    4      43.00      44.00       0.00     524.00     542.00       0.00
    5      10.00      49.00       0.00     166.00     174.00       0.00
    6       3.00      50.00       0.00     187.00     209.00       0.00
    7      49.00      50.00       0.00     546.00     557.00       0.00
    8       5.00       7.00       0.00      87.00     125.00       0.00
    9      29.00      48.00       0.00     256.00     279.00       0.00
   10       8.00      45.00       0.00     160.00     177.00       0.00
   11       8.00      42.00       0.00     172.00     192.00       0.00
   12      11.00      39.00       0.00     157.00     159.00       0.00
   13      37.00       4.00       0.00     364.00     381.00       0.00
   14      40.00      16.00       0.00     316.00     332.00       0.00
   15      32.00      16.00       0.00     352.00     364.00       0.00
   16      46.00      31.00       0.00       6.00      23.00       0.00
   17      48.00      10.00       0.00     496.00     518.00       0.00
   18      14.00       9.00       0.00     111.00     140.00       0.00
   19      20.00      18.00       0.00     464.00     490.00       0.00
   20      12.00      11.00       0.00     417.00     444.00       0.00
   21       7.00       3.00       0.00     109.00     120.00       0.00
   22      33.00       5.00       0.00     361.00     385.00       0.00
   23      18.00      19.00       0.00     120.00     147.00       0.00
   24      22.00       5.00       0.00     401.00     436.00       0.00
   25       5.00      23.00       0.00      86.00      99.00       0.00
   26      18.00      23.00       0.00      45.00      75.00       0.00
   27      40.00      44.00       0.00       0.00      11.00       0.00
   28      20.00      27.00       0.00      51.00      69.00       0.00
   29      19.00      16.00       0.00     129.00     143.00       0.00
   30       6.00      12.00       0.00      85.00     116.00       0.00
   31      17.00      48.00       0.00     233.00     252.00       0.00
   32       7.00      24.00       0.00      88.00     101.00       0.00
   33      19.00      26.00       0.00      56.00      65.00       0.00
   34      20.00      40.00       0.00     211.00     213.00       0.00
   35      16.00      28.00       0.00     133.00     162.00       0.00
   36       3.00       6.00       0.00     452.00     459.00       0.00
   37      43.00      37.00       0.00       4.00      24.00       0.00
   38       4.00      22.00       0.00     597.00     609.00       0.00
   39      26.00      39.00       0.00      28.00      56.00       0.00
   40       6.00      29.00       0.00      71.00     100.00       0.00
   41      42.00       2.00       0.00     385.00     410.00       0.00
   42      29.00      47.00       0.00     218.00     227.00       0.00
   43       3.00      45.00       0.00     234.00     250.00       0.00
   44      42.00      11.00       0.00     305.00     338.00       0.00
   45      44.00      23.00       0.00     330.00     358.00       0.00
   46      17.00      47.00       0.00     192.00     209.00       0.00
   47       5.00      19.00       0.00      75.00      98.00       0.00
   48      19.00       3.00       0.00     434.00     457.00       0.00
   49      32.00      20.00       0.00     337.00     354.00       0.00
   50      31.00       8.00       0.00     374.00     400.00       0.00
   51      22.00      32.00       0.00      48.00      57.00       0.00
   52       1.00      43.00       0.00     183.00     198.00       0.00
   53      48.00      42.00       0.00     645.00     665.00       0.00
   54      44.00      27.00       0.00     293.00     313.00       0.00
   55      43.00      44.00       0.00       0.00      20.00       0.00
   56      12.00      13.00       0.00     121.00     145.00       0.00
   57      14.00      31.00       0.00      66.00      78.00       0.00
   58       9.00       9.00       0.00     112.00     133.00       0.00
   59      32.00      29.00       0.00     288.00     314.00       0.00
   60      43.00      34.00       0.00       8.00      38.00       0.00
   61      14.00      16.00       0.00     583.00     614.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n60w20.003    20.35 597


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1       3.00      47.00       0.00       0.00     606.00       0.00
    2      13.00      22.00       0.00      38.00      56.00       0.00
    3       5.00      27.00       0.00     517.00     539.00       0.00
    4      18.00       4.00       0.00     279.00     287.00       0.00
    5      12.00      38.00       0.00     543.00     559.00       0.00
    6      29.00      50.00       0.00     161.00     171.00       0.00
    7      31.00      14.00       0.00     310.00     323.00       0.00
    8      31.00      46.00       0.00     156.00     163.00       0.00
    9      29.00      45.00       0.00     175.00     208.00       0.00
   10      18.00       6.00       0.00     257.00     278.00       0.00
   11       5.00      20.00       0.00     471.00     499.00       0.00
   12      21.00      42.00       0.00     182.00     211.00       0.00
   13      20.00      21.00       0.00      23.00      37.00       0.00
   14      21.00      50.00       0.00     151.00     185.00       0.00
   15      17.00      17.00       0.00      30.00      41.00       0.00
   16      46.00      37.00       0.00     101.00     115.00       0.00
   17      28.00      12.00       0.00     236.00     264.00       0.00
   18      16.00      35.00       0.00     199.00     216.00       0.00
   19       9.00      34.00       0.00       0.00      17.00       0.00
   20      26.00      31.00       0.00      46.00      69.00       0.00
   21      48.00      28.00       0.00      78.00     109.00       0.00
   22      39.00       5.00       0.00     340.00     359.00       0.00
   23      32.00      29.00       0.00      56.00      77.00       0.00
   24      27.00       1.00       0.00     240.00     259.00       0.00
   25      21.00       1.00       0.00     244.00     279.00       0.00
   26      29.00      37.00       0.00     203.00     229.00       0.00
   27      22.00      42.00       0.00     162.00     183.00       0.00
   28      15.00      13.00       0.00     274.00     302.00       0.00
   29      44.00      48.00       0.00     407.00     418.00       0.00
   30      34.00      28.00       0.00      61.00      86.00       0.00
   31      46.00       2.00       0.00     342.00     361.00       0.00
   32      20.00      27.00       0.00      11.00      32.00       0.00
   33      50.00      12.00       0.00     361.00     383.00       0.00
   34      43.00      21.00       0.00      85.00      96.00       0.00
   35      21.00      22.00       0.00      41.00      54.00       0.00
   36      28.00       6.00       0.00     250.00     258.00       0.00
   37       9.00      14.00       0.00     492.00     497.00       0.00
   38      31.00      33.00       0.00      64.00      90.00       0.00
   39      40.00      40.00       0.00     112.00     140.00       0.00
   40      37.00       2.00       0.00     328.00     359.00       0.00
   41      44.00      35.00       0.00     130.00     146.00       0.00
   42      26.00      18.00       0.00     220.00     247.00       0.00
   43      30.00       3.00       0.00     309.00     335.00       0.00
   44      29.00       2.00       0.00     247.00     276.00       0.00
   45      20.00      46.00       0.00     162.00     193.00       0.00
   46      46.00      31.00       0.00      91.00     112.00       0.00
   47      21.00      46.00       0.00     164.00     179.00       0.00
   48      22.00       7.00       0.00     256.00     275.00       0.00
   49      44.00      40.00       0.00     111.00     120.00       0.00
   50      48.00      28.00       0.00      91.00     113.00       0.00
   51      35.00      10.00       0.00     325.00     336.00       0.00
   52      24.00       8.00       0.00     285.00     314.00       0.00
   53      45.00      43.00       0.00     113.00     142.00       0.00
   54       5.00      19.00       0.00     563.00     578.00       0.00
   55      45.00      13.00       0.00     362.00     367.00       0.00
   56      23.00       9.00       0.00     269.00     286.00       0.00
   57      14.00      30.00       0.00      14.00      36.00       0.00
   58      47.00       9.00       0.00     441.00     465.00       0.00
   59       3.00       4.00       0.00     494.00     524.00       0.00
   60      32.00      39.00       0.00     148.00     152.00       0.00
   61      14.00      29.00       0.00     521.00     558.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n60w20.004    19.73 676


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1       5.00       9.00       0.00       0.00     684.00       0.00
    2      36.00      50.00       0.00     202.00     215.00       0.00
    3      34.00      37.00       0.00     141.00     158.00       0.00
    4      47.00      22.00       0.00     102.00     109.00       0.00
    5      38.00      29.00       0.00     114.00     123.00       0.00
    6      14.00      49.00       0.00     221.00     236.00       0.00
    7      31.00      44.00       0.00     199.00     215.00       0.00
    8      16.00      39.00       0.00     239.00     259.00       0.00
    9      11.00       9.00       0.00       5.00      29.00       0.00
   10      45.00      29.00       0.00     103.00     121.00       0.00
   11      19.00       4.00       0.00      34.00      55.00       0.00
   12      41.00      12.00       0.00      80.00     107.00       0.00
   13      25.00       6.00       0.00      45.00      64.00       0.00
   14      12.00       4.00       0.00       0.00      13.00       0.00
   15      22.00      47.00       0.00     212.00     231.00       0.00
   16      14.00      38.00       0.00     237.00     248.00       0.00
   17      49.00      48.00       0.00     521.00     560.00       0.00
   18       3.00      41.00       0.00     251.00     261.00       0.00
   19      40.00      42.00       0.00     177.00     204.00       0.00
   20      20.00      29.00       0.00     299.00     320.00       0.00
   21       4.00      44.00       0.00     264.00     300.00       0.00
   22      40.00      40.00       0.00     169.00     178.00       0.00
   23      43.00      31.00       0.00     167.00     191.00       0.00
   24      40.00      32.00       0.00     114.00     134.00       0.00
   25      16.00      41.00       0.00     292.00     300.00       0.00
   26      10.00       5.00       0.00       1.00      16.00       0.00
   27      36.00       6.00       0.00     339.00     355.00       0.00
   28      25.00       1.00       0.00      58.00      75.00       0.00
   29      39.00      21.00       0.00     326.00     329.00       0.00
   30      32.00      10.00       0.00      79.00      89.00       0.00
   31      38.00      26.00       0.00     107.00     144.00       0.00
   32      43.00       8.00       0.00     332.00     357.00       0.00
   33      49.00      42.00       0.00     465.00     470.00       0.00
   34      26.00       5.00       0.00      36.00      64.00       0.00
   35      33.00      35.00       0.00     148.00     173.00       0.00
   36      33.00       2.00       0.00      67.00      90.00       0.00
   37      50.00      24.00       0.00     511.00     524.00       0.00
   38      14.00      24.00       0.00     401.00     426.00       0.00
   39      43.00      18.00       0.00      79.00     110.00       0.00
   40      44.00       4.00       0.00     338.00     360.00       0.00
   41       3.00      30.00       0.00     250.00     283.00       0.00
   42      33.00      29.00       0.00     116.00     143.00       0.00
   43      11.00      49.00       0.00     226.00     237.00       0.00
   44      27.00       2.00       0.00      42.00      59.00       0.00
   45      27.00      40.00       0.00     150.00     171.00       0.00
   46      20.00       0.00       0.00     351.00     377.00       0.00
   47      13.00      42.00       0.00     226.00     242.00       0.00
   48       5.00      43.00       0.00     241.00     265.00       0.00
   49      13.00      13.00       0.00      15.00      33.00       0.00
   50      10.00      19.00       0.00       9.00      24.00       0.00
   51      28.00      35.00       0.00     133.00     152.00       0.00
   52      11.00       6.00       0.00     583.00     606.00       0.00
   53       6.00       2.00       0.00     365.00     404.00       0.00
   54      13.00      50.00       0.00     431.00     433.00       0.00
   55      35.00      28.00       0.00     111.00     127.00       0.00
   56      42.00      35.00       0.00     154.00     180.00       0.00
   57      14.00      11.00       0.00      18.00      46.00       0.00
   58      47.00       9.00       0.00     615.00     642.00       0.00
   59      30.00       1.00       0.00      49.00      72.00       0.00
   60      34.00      49.00       0.00     478.00     505.00       0.00
   61      28.00      34.00       0.00     561.00     569.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n60w20.005    19.28 638


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1       8.00      12.00       0.00       0.00     638.00       0.00
    2      17.00      39.00       0.00     235.00     239.00       0.00
    3      48.00      48.00       0.00     162.00     188.00       0.00
    4      42.00      23.00       0.00      74.00      97.00       0.00
    5      34.00      43.00       0.00     579.00     598.00       0.00
    6      33.00       1.00       0.00     455.00     485.00       0.00
    7       3.00      35.00       0.00     263.00     268.00       0.00
    8      37.00      22.00       0.00      77.00      97.00       0.00
    9       6.00       5.00       0.00       2.00      25.00       0.00
   10      22.00      10.00       0.00     440.00     458.00       0.00
   11      39.00      12.00       0.00     104.00     113.00       0.00
   12       0.00       3.00       0.00       1.00      26.00       0.00
   13      28.00      15.00       0.00      58.00      77.00       0.00
   14       2.00       8.00       0.00       7.00      30.00       0.00
   15      19.00      27.00       0.00     420.00     439.00       0.00
   16       4.00      37.00       0.00     522.00     536.00       0.00
   17      49.00      14.00       0.00     122.00     144.00       0.00
   18       7.00      40.00       0.00     255.00     277.00       0.00
   19      12.00      16.00       0.00      32.00      57.00       0.00
   20      42.00      42.00       0.00     163.00     177.00       0.00
   21      42.00       9.00       0.00     114.00     134.00       0.00
   22      36.00      44.00       0.00     179.00     211.00       0.00
   23      12.00      40.00       0.00     222.00     232.00       0.00
   24      46.00       2.00       0.00     322.00     352.00       0.00
   25       6.00       1.00       0.00     485.00     497.00       0.00
   26      35.00      42.00       0.00     184.00     208.00       0.00
   27      22.00      17.00       0.00      42.00      51.00       0.00
   28      15.00      27.00       0.00     285.00     307.00       0.00
   29      41.00      22.00       0.00     128.00     145.00       0.00
   30      39.00      24.00       0.00      67.00      84.00       0.00
   31      12.00      47.00       0.00     407.00     423.00       0.00
   32      26.00       6.00       0.00     310.00     328.00       0.00
   33      33.00      47.00       0.00     205.00     225.00       0.00
   34      36.00      21.00       0.00      61.00      81.00       0.00
   35      40.00      28.00       0.00      73.00      90.00       0.00
   36       1.00      10.00       0.00       8.00      34.00       0.00
   37      15.00      17.00       0.00     286.00     315.00       0.00
   38      48.00      27.00       0.00     153.00     171.00       0.00
   39      48.00      23.00       0.00     354.00     379.00       0.00
   40       0.00      26.00       0.00     259.00     291.00       0.00
   41      44.00      44.00       0.00     374.00     384.00       0.00
   42      29.00      14.00       0.00     561.00     584.00       0.00
   43      21.00      11.00       0.00      52.00      56.00       0.00
   44      34.00       1.00       0.00     319.00     339.00       0.00
   45      44.00      16.00       0.00      98.00     118.00       0.00
   46      41.00      37.00       0.00     150.00     178.00       0.00
   47      20.00      40.00       0.00     205.00     241.00       0.00
   48      39.00      16.00       0.00      97.00     103.00       0.00
   49      26.00      44.00       0.00     213.00     220.00       0.00
   50      37.00      38.00       0.00     195.00     204.00       0.00
   51      28.00      20.00       0.00      65.00      76.00       0.00
   52      25.00      11.00       0.00      48.00      57.00       0.00
   53      16.00      48.00       0.00     233.00     263.00       0.00
   54      17.00      38.00       0.00     213.00     241.00       0.00
   55      19.00       8.00       0.00     308.00     315.00       0.00
   56      44.00       4.00       0.00     110.00     139.00       0.00
   57      12.00      47.00       0.00     232.00     250.00       0.00
   58       7.00      30.00       0.00     256.00     271.00       0.00
   59      46.00      45.00       0.00     167.00     179.00       0.00
   60      24.00      48.00       0.00     395.00     421.00       0.00
   61       1.00      35.00       0.00     517.00     552.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n60w40.001    36.13 669


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      41.00      43.00       0.00       0.00     685.00       0.00
    2       4.00       1.00       0.00     586.00     629.00       0.00
    3      32.00       8.00       0.00     148.00     159.00       0.00
    4      43.00      45.00       0.00       0.00      11.00       0.00
    5      42.00      17.00       0.00     118.00     156.00       0.00
    6       8.00      45.00       0.00     292.00     332.00       0.00
    7      25.00      32.00       0.00      49.00      80.00       0.00
    8      49.00      46.00       0.00       0.00      41.00       0.00
    9      34.00      18.00       0.00      77.00     108.00       0.00
   10      13.00      38.00       0.00     294.00     297.00       0.00
   11      45.00      12.00       0.00     436.00     455.00       0.00
   12      35.00      40.00       0.00      47.00      73.00       0.00
   13      46.00      16.00       0.00      88.00     159.00       0.00
   14      30.00       1.00       0.00     559.00     567.00       0.00
   15      29.00       7.00       0.00     116.00     184.00       0.00
   16      42.00      30.00       0.00      68.00     136.00       0.00
   17      20.00      16.00       0.00     163.00     180.00       0.00
   18      42.00      37.00       0.00       3.00      55.00       0.00
   19      41.00      43.00       0.00      26.00      41.00       0.00
   20      39.00      28.00       0.00      87.00     111.00       0.00
   21      19.00      33.00       0.00     259.00     313.00       0.00
   22      27.00      19.00       0.00      44.00      95.00       0.00
   23       9.00      22.00       0.00     516.00     536.00       0.00
   24      48.00       4.00       0.00     437.00     491.00       0.00
   25      34.00      27.00       0.00      75.00     109.00       0.00
   26      34.00       8.00       0.00     125.00     150.00       0.00
   27       3.00      43.00       0.00     340.00     382.00       0.00
   28      15.00       7.00       0.00     154.00     207.00       0.00
   29      31.00      15.00       0.00      56.00      92.00       0.00
   30      48.00      34.00       0.00       0.00      47.00       0.00
   31      50.00       1.00       0.00     443.00     480.00       0.00
   32      17.00      13.00       0.00     240.00     282.00       0.00
   33      43.00      47.00       0.00      11.00      59.00       0.00
   34      45.00      46.00       0.00       0.00      29.00       0.00
   35       1.00      40.00       0.00     314.00     358.00       0.00
   36      24.00      28.00       0.00     258.00     269.00       0.00
   37       9.00       1.00       0.00     212.00     233.00       0.00
   38       2.00      30.00       0.00     357.00     397.00       0.00
   39      39.00      41.00       0.00     398.00     447.00       0.00
   40      44.00      19.00       0.00     119.00     137.00       0.00
   41      46.00      48.00       0.00       0.00      18.00       0.00
   42      37.00       0.00       0.00     440.00     472.00       0.00
   43      30.00      16.00       0.00     138.00     195.00       0.00
   44      19.00      13.00       0.00     177.00     181.00       0.00
   45      32.00      38.00       0.00      26.00      81.00       0.00
   46       4.00       4.00       0.00     224.00     263.00       0.00
   47      18.00      29.00       0.00     234.00     283.00       0.00
   48      14.00      13.00       0.00     180.00     210.00       0.00
   49      15.00      47.00       0.00     289.00     336.00       0.00
   50      23.00      47.00       0.00     285.00     316.00       0.00
   51      11.00      29.00       0.00     255.00     291.00       0.00
   52      43.00      29.00       0.00     462.00     538.00       0.00
   53      26.00       3.00       0.00     119.00     161.00       0.00
   54      14.00      39.00       0.00     311.00     351.00       0.00
   55      19.00       9.00       0.00     181.00     213.00       0.00
   56      47.00      39.00       0.00       0.00      52.00       0.00
   57      37.00      22.00       0.00      72.00     110.00       0.00
   58      11.00       5.00       0.00     196.00     222.00       0.00
   59      26.00      27.00       0.00      41.00      94.00       0.00
   60      14.00       2.00       0.00     192.00     208.00       0.00
   61       4.00      20.00       0.00     580.00     603.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n60w40.002    40.63 698


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      17.00       9.00       0.00       0.00     721.00       0.00
    2       5.00      35.00       0.00     466.00     487.00       0.00
    3      16.00      46.00       0.00      76.00     124.00       0.00
    4      21.00      48.00       0.00      75.00      95.00       0.00
    5      33.00      26.00       0.00     185.00     226.00       0.00
    6      45.00      46.00       0.00     652.00     675.00       0.00
    7      34.00      35.00       0.00     107.00     137.00       0.00
    8      35.00      16.00       0.00     206.00     264.00       0.00
    9      40.00      17.00       0.00     219.00     276.00       0.00
   10      33.00      49.00       0.00     147.00     169.00       0.00
   11      17.00       5.00       0.00       0.00      37.00       0.00
   12      46.00       2.00       0.00     586.00     644.00       0.00
   13      24.00      41.00       0.00      56.00     109.00       0.00
   14      37.00      15.00       0.00     219.00     275.00       0.00
   15      25.00      11.00       0.00     280.00     340.00       0.00
   16       6.00      14.00       0.00       0.00      50.00       0.00
   17       7.00      26.00       0.00      23.00      84.00       0.00
   18      15.00      50.00       0.00      96.00     127.00       0.00
   19      20.00      30.00       0.00      58.00      74.00       0.00
   20       8.00      12.00       0.00       0.00      49.00       0.00
   21      45.00      19.00       0.00     200.00     245.00       0.00
   22      11.00      10.00       0.00       0.00      32.00       0.00
   23       7.00      30.00       0.00     388.00     418.00       0.00
   24      47.00      13.00       0.00     249.00     316.00       0.00
   25       3.00      17.00       0.00     343.00     396.00       0.00
   26      43.00      42.00       0.00     167.00     204.00       0.00
   27      14.00       1.00       0.00     483.00     529.00       0.00
   28      36.00       9.00       0.00     244.00     275.00       0.00
   29      41.00       9.00       0.00     242.00     273.00       0.00
   30      37.00      35.00       0.00     171.00     183.00       0.00
   31      15.00      11.00       0.00       0.00      14.00       0.00
   32      11.00       8.00       0.00       0.00      51.00       0.00
   33      31.00      40.00       0.00     136.00     169.00       0.00
   34       0.00      47.00       0.00     405.00     435.00       0.00
   35      49.00      30.00       0.00     159.00     196.00       0.00
   36      25.00      43.00       0.00      47.00      94.00       0.00
   37      23.00      42.00       0.00      92.00     148.00       0.00
   38      47.00      45.00       0.00     135.00     176.00       0.00
   39      34.00      18.00       0.00     250.00     305.00       0.00
   40      43.00      49.00       0.00     126.00     165.00       0.00
   41       6.00      34.00       0.00     371.00     443.00       0.00
   42       5.00      21.00       0.00      13.00      65.00       0.00
   43      22.00      36.00       0.00      41.00      87.00       0.00
   44      25.00       9.00       0.00     330.00     341.00       0.00
   45      11.00      42.00       0.00      60.00     101.00       0.00
   46      29.00      18.00       0.00     209.00     239.00       0.00
   47      46.00      27.00       0.00     185.00     199.00       0.00
   48      12.00      15.00       0.00       1.00      51.00       0.00
   49       3.00      39.00       0.00     408.00     456.00       0.00
   50       0.00      29.00       0.00     397.00     403.00       0.00
   51      21.00      10.00       0.00     288.00     351.00       0.00
   52      40.00       8.00       0.00     247.00     283.00       0.00
   53      29.00      50.00       0.00     542.00     586.00       0.00
   54      21.00      18.00       0.00     291.00     330.00       0.00
   55      22.00      49.00       0.00     426.00     488.00       0.00
   56      14.00      25.00       0.00      29.00      82.00       0.00
   57      45.00      25.00       0.00     176.00     230.00       0.00
   58       5.00       5.00       0.00     355.00     381.00       0.00
   59      22.00      35.00       0.00      91.00     144.00       0.00
   60      17.00      23.00       0.00     338.00     381.00       0.00
   61      49.00      39.00       0.00     643.00     660.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n60w40.003    39.80 690


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      23.00      29.00       0.00       0.00     719.00       0.00
    2      33.00      48.00       0.00      38.00      76.00       0.00
    3      50.00      32.00       0.00      92.00     146.00       0.00
    4      19.00      41.00       0.00     389.00     423.00       0.00
    5      14.00      47.00       0.00     375.00     429.00       0.00
    6       8.00       5.00       0.00     267.00     315.00       0.00
    7      38.00      38.00       0.00      81.00     121.00       0.00
    8      46.00      35.00       0.00      83.00     113.00       0.00
    9      17.00       5.00       0.00     260.00     315.00       0.00
   10      43.00      14.00       0.00     131.00     170.00       0.00
   11      13.00      49.00       0.00     480.00     525.00       0.00
   12       1.00      30.00       0.00     332.00     376.00       0.00
   13      15.00      10.00       0.00     276.00     291.00       0.00
   14      16.00      43.00       0.00     393.00     421.00       0.00
   15       6.00      33.00       0.00     332.00     381.00       0.00
   16      37.00      28.00       0.00       0.00      48.00       0.00
   17      13.00      42.00       0.00     390.00     418.00       0.00
   18       8.00      27.00       0.00     303.00     346.00       0.00
   19      29.00      30.00       0.00       0.00      34.00       0.00
   20      45.00      31.00       0.00      95.00     132.00       0.00
   21       1.00      35.00       0.00     352.00     423.00       0.00
   22       6.00      44.00       0.00     388.00     402.00       0.00
   23       4.00      20.00       0.00     450.00     501.00       0.00
   24      45.00      24.00       0.00     653.00     696.00       0.00
   25       4.00      26.00       0.00     304.00     342.00       0.00
   26      44.00      15.00       0.00     221.00     252.00       0.00
   27      33.00       5.00       0.00     171.00     209.00       0.00
   28      34.00      30.00       0.00     142.00     149.00       0.00
   29      23.00      22.00       0.00      19.00      73.00       0.00
   30      40.00      18.00       0.00     122.00     185.00       0.00
   31      19.00      12.00       0.00     306.00     314.00       0.00
   32      14.00      45.00       0.00     376.00     411.00       0.00
   33      30.00      39.00       0.00      25.00      80.00       0.00
   34      30.00      24.00       0.00       0.00      17.00       0.00
   35      26.00      10.00       0.00     168.00     218.00       0.00
   36      23.00      20.00       0.00     244.00     298.00       0.00
   37      47.00       5.00       0.00     239.00     276.00       0.00
   38      38.00       1.00       0.00     191.00     250.00       0.00
   39      31.00       7.00       0.00     142.00     205.00       0.00
   40       7.00      34.00       0.00     353.00     389.00       0.00
   41      23.00      34.00       0.00      36.00      91.00       0.00
   42      49.00      36.00       0.00      78.00     134.00       0.00
   43      26.00       1.00       0.00     192.00     222.00       0.00
   44      34.00      22.00       0.00      13.00      34.00       0.00
   45       5.00      20.00       0.00     317.00     333.00       0.00
   46      19.00      25.00       0.00      43.00      75.00       0.00
   47       6.00      12.00       0.00     510.00     534.00       0.00
   48       3.00      22.00       0.00     326.00     366.00       0.00
   49      49.00      48.00       0.00     569.00     587.00       0.00
   50      34.00      35.00       0.00      65.00     126.00       0.00
   51       8.00      26.00       0.00     353.00     378.00       0.00
   52      48.00       2.00       0.00     206.00     244.00       0.00
   53      32.00      23.00       0.00      20.00      64.00       0.00
   54       3.00      33.00       0.00     335.00     393.00       0.00
   55      38.00       9.00       0.00     159.00     182.00       0.00
   56      35.00      42.00       0.00      49.00      99.00       0.00
   57       1.00      22.00       0.00     331.00     364.00       0.00
   58      10.00      30.00       0.00     336.00     383.00       0.00
   59      47.00      42.00       0.00      98.00     148.00       0.00
   60       0.00      44.00       0.00     404.00     442.00       0.00
   61      17.00       9.00       0.00     599.00     641.00       0.00
